,id,age,gender,education,freq,variable,value,drug_type
8126,905,18-24,M,Left school at 18 years,Used in Last Month,cscore,-0.65,alcohol
8127,906,35-44,F,University degree,Used in Last Day,cscore,0.42,alcohol
8128,907,18-24,M,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-1.14,alcohol
8129,908,25-34,M,Professional certificate/ diploma,Used in Last Week,cscore,2.05,alcohol
8130,909,35-44,M,University degree,Used in Last Month,cscore,0.42,alcohol
8131,910,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.78,alcohol
8132,911,18-24,M,University degree,Used in Last Week,cscore,-0.01,alcohol
8133,912,25-34,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.78,alcohol
8134,913,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.39,alcohol
8135,914,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.78,alcohol
8136,915,35-44,M,University degree,Used in Last Year,cscore,0.76,alcohol
8137,916,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.94,alcohol
8138,917,25-34,F,Left school at 17 years,Used in Last Week,cscore,-3.16,alcohol
8139,918,18-24,M,Left school at 18 years,Used in Last Day,cscore,0.94,alcohol
8140,919,25-34,M,Left school at 16 years,Used in Last Month,cscore,-0.53,alcohol
8141,920,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.42,alcohol
8142,921,18-24,M,Left school at 18 years,Used in Last Day,cscore,-1.01,alcohol
8143,922,35-44,M,Masters degree,Used in Last Week,cscore,0.12,alcohol
8144,923,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.42,alcohol
8145,924,18-24,M,Left school before 16 years,Used in Last Year,cscore,-1.14,alcohol
8146,925,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-1.14,alcohol
8147,926,25-34,M,Left school at 18 years,Used in Last Year,cscore,-0.78,alcohol
8148,927,18-24,M,Left school at 16 years,Used in Last Year,cscore,-0.9,alcohol
8149,928,18-24,M,Professional certificate/ diploma,Used in Last Week,cscore,-0.65,alcohol
8150,929,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.28,alcohol
8151,930,25-34,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.58,alcohol
8152,931,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.28,alcohol
8153,932,35-44,M,Left school at 16 years,Used in Last Year,cscore,-0.65,alcohol
8154,933,25-34,F,University degree,Used in Last Month,cscore,0.42,alcohol
8155,934,18-24,F,Left school at 17 years,Used in Last Year,cscore,-0.78,alcohol
8156,935,18-24,F,University degree,Used in Last Week,cscore,2.05,alcohol
8157,936,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.78,alcohol
8158,937,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.78,alcohol
8159,938,18-24,M,Professional certificate/ diploma,Used in Last Year,cscore,-0.41,alcohol
8160,939,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.9,alcohol
8161,940,18-24,F,University degree,Used in Last Week,cscore,0.76,alcohol
8162,941,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.14,alcohol
8163,942,25-34,F,Left school at 18 years,Used in Last Week,cscore,1.46,alcohol
8164,943,25-34,M,Professional certificate/ diploma,Used in Last Month,cscore,1.31,alcohol
8165,944,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-1.14,alcohol
8166,945,25-34,F,Masters degree,Used in Last Year,cscore,-1.26,alcohol
8167,946,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.9,alcohol
8168,947,18-24,M,Left school at 18 years,Used in Last Month,cscore,-1.52,alcohol
8169,948,25-34,M,Professional certificate/ diploma,Used in Last Day,cscore,-1.64,alcohol
8170,949,25-34,F,Left school at 18 years,Used in Last Decade,cscore,0.76,alcohol
8171,950,35-44,M,Professional certificate/ diploma,Used in Last Week,cscore,-1.52,alcohol
8172,951,18-24,F,University degree,Used in Last Day,cscore,-0.65,alcohol
8173,952,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.14,alcohol
8174,953,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.28,alcohol
8175,954,25-34,F,University degree,Used in Last Week,cscore,-1.64,alcohol
8176,956,18-24,M,Professional certificate/ diploma,Used in Last Month,cscore,-2.9,alcohol
8177,957,45-54,M,University degree,Used in Last Week,cscore,0.42,alcohol
8178,958,35-44,M,Professional certificate/ diploma,Used in Last Day,cscore,1.31,alcohol
8179,959,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,2.05,alcohol
8180,960,18-24,F,University degree,Used in Last Week,cscore,-0.65,alcohol
8181,961,45-54,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.41,alcohol
8182,962,18-24,M,Professional certificate/ diploma,Used in Last Week,cscore,-0.28,alcohol
8183,963,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.14,alcohol
8184,964,35-44,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.01,alcohol
8185,965,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.26,alcohol
8186,966,25-34,F,Masters degree,Used in Last Week,cscore,-0.28,alcohol
8187,967,18-24,M,Masters degree,Used in Last Week,cscore,0.42,alcohol
8188,968,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.26,alcohol
8189,969,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.41,alcohol
8190,970,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.94,alcohol
8191,971,55-64,M,Doctorate degree,Used in Last Day,cscore,0.76,alcohol
8192,972,35-44,F,University degree,Used in Last Week,cscore,-0.53,alcohol
8193,973,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.94,alcohol
8194,974,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.53,alcohol
8195,975,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.58,alcohol
8196,976,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.78,alcohol
8197,979,35-44,F,Masters degree,Used in Last Week,cscore,-0.41,alcohol
8198,980,45-54,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.76,alcohol
8199,981,25-34,F,Doctorate degree,Used in Last Month,cscore,-0.28,alcohol
8200,982,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.42,alcohol
8201,983,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.01,alcohol
8202,984,25-34,F,University degree,Used in Last Week,cscore,1.13,alcohol
8203,985,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.14,alcohol
8204,986,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.9,alcohol
8205,987,18-24,M,Professional certificate/ diploma,Used in Last Week,cscore,0.26,alcohol
8206,988,25-34,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-2.18,alcohol
8207,989,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.9,alcohol
8208,990,25-34,M,University degree,Used in Last Week,cscore,-0.28,alcohol
8209,991,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.41,alcohol
8210,992,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.78,alcohol
8211,993,55-64,M,Professional certificate/ diploma,Used in Last Year,cscore,-0.01,alcohol
8212,994,25-34,M,University degree,Used in Last Week,cscore,1.13,alcohol
8213,995,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.78,alcohol
8214,996,18-24,M,Masters degree,Used in Last Week,cscore,-0.14,alcohol
8215,997,18-24,M,Masters degree,Used in Last Week,cscore,0.76,alcohol
8216,998,25-34,M,Masters degree,Used in Last Day,cscore,0.94,alcohol
8217,999,25-34,F,Doctorate degree,Used in Last Year,cscore,0.94,alcohol
8218,1000,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,1.46,alcohol
8219,1001,18-24,M,Left school at 16 years,Used in Last Week,cscore,-0.65,alcohol
8220,1002,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.9,alcohol
8221,1003,45-54,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.76,alcohol
8222,1004,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.26,alcohol
8223,1005,18-24,M,Left school at 18 years,Used in Last Week,cscore,-3.46,alcohol
8224,1006,18-24,M,Left school at 18 years,Used in Last Week,cscore,-1.64,alcohol
8225,1007,18-24,F,Left school at 18 years,Used in Last Year,cscore,-0.9,alcohol
8226,1008,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.01,alcohol
8227,1009,45-54,M,Masters degree,Used in Last Day,cscore,-1.14,alcohol
8228,1010,18-24,F,Left school at 18 years,Used in Last Week,cscore,-0.28,alcohol
8229,1011,45-54,M,University degree,Used in Last Day,cscore,0.42,alcohol
8230,1012,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.78,alcohol
8231,1013,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.39,alcohol
8232,1014,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.14,alcohol
8233,1015,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.65,alcohol
8234,1017,18-24,M,Professional certificate/ diploma,Used in Last Day,cscore,1.63,alcohol
8235,1018,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-2.57,alcohol
8236,1019,18-24,F,Left school at 18 years,Used in Last Week,cscore,1.13,alcohol
8237,1021,35-44,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.78,alcohol
8238,1022,18-24,M,University degree,Used in Last Day,cscore,0.76,alcohol
8239,1023,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-2.42,alcohol
8240,1024,18-24,M,Left school at 18 years,Used in Last Week,cscore,-0.41,alcohol
8241,1025,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-2.42,alcohol
8242,1026,18-24,F,Left school at 18 years,Used in Last Month,cscore,-0.65,alcohol
8243,1027,18-24,F,University degree,Used in Last Week,cscore,-0.41,alcohol
8244,1028,45-54,M,Doctorate degree,Used in Last Decade,cscore,-0.01,alcohol
8245,1029,35-44,F,University degree,Used in Last Week,cscore,0.58,alcohol
8246,1030,18-24,F,Masters degree,Used in Last Week,cscore,1.31,alcohol
8247,1031,18-24,F,University degree,Used in Last Week,cscore,-0.41,alcohol
8248,1032,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.01,alcohol
8249,1033,25-34,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-1.39,alcohol
8250,1034,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.28,alcohol
8251,1035,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.01,alcohol
8252,1036,18-24,M,Professional certificate/ diploma,Used in Last Day,cscore,-0.53,alcohol
8253,1037,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.28,alcohol
8254,1038,25-34,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.76,alcohol
8255,1039,35-44,F,Masters degree,Used in Last Day,cscore,-0.78,alcohol
8256,1040,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,1.13,alcohol
8257,1041,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.42,alcohol
8258,1042,35-44,F,Masters degree,Used in Last Day,cscore,-1.01,alcohol
8259,1043,35-44,M,University degree,Used in Last Day,cscore,-1.39,alcohol
8260,1044,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.53,alcohol
8261,1045,25-34,F,Masters degree,Used in Last Day,cscore,-0.65,alcohol
8262,1046,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.9,alcohol
8263,1047,25-34,F,Masters degree,Used in Last Week,cscore,-1.26,alcohol
8264,1048,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.26,alcohol
8265,1049,18-24,M,Masters degree,Used in Last Day,cscore,0.58,alcohol
8266,1050,18-24,M,Professional certificate/ diploma,Used in Last Week,cscore,-0.53,alcohol
8267,1051,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.65,alcohol
8268,1052,25-34,M,Doctorate degree,Used in Last Week,cscore,0.26,alcohol
8269,1053,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.28,alcohol
8270,1054,18-24,M,Left school at 18 years,Used in Last Day,cscore,-2.05,alcohol
8271,1055,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.41,alcohol
8272,1056,25-34,M,Left school at 16 years,Used in Last Day,cscore,0.58,alcohol
8273,1057,25-34,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,1.46,alcohol
8274,1058,35-44,F,Left school at 18 years,Used in Last Month,cscore,-1.39,alcohol
8275,1059,18-24,M,University degree,Used in Last Week,cscore,-0.41,alcohol
8276,1060,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.28,alcohol
8277,1061,45-54,F,Masters degree,Used in Last Week,cscore,0.94,alcohol
8278,1062,18-24,F,Left school at 18 years,Used in Last Decade,cscore,0.76,alcohol
8279,1063,18-24,F,University degree,Used in Last Week,cscore,-0.53,alcohol
8280,1064,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.42,alcohol
8281,1065,25-34,M,Masters degree,Used in Last Week,cscore,0.58,alcohol
8282,1066,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.14,alcohol
8283,1067,35-44,F,Left school at 17 years,Used in Last Week,cscore,1.63,alcohol
8284,1068,35-44,M,University degree,Used in Last Year,cscore,-0.28,alcohol
8285,1069,18-24,M,Left school at 18 years,Used in Last Day,cscore,-0.9,alcohol
8286,1070,25-34,F,Doctorate degree,Used in Last Day,cscore,2.05,alcohol
8287,1071,25-34,F,Masters degree,Used in Last Day,cscore,1.31,alcohol
8288,1072,18-24,M,Masters degree,Used in Last Week,cscore,0.12,alcohol
8289,1073,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.39,alcohol
8290,1074,18-24,F,Masters degree,Used in Last Decade,cscore,-0.41,alcohol
8291,1075,35-44,F,Doctorate degree,Used in Last Week,cscore,1.46,alcohol
8292,1076,35-44,M,Left school at 18 years,Used in Last Day,cscore,-0.14,alcohol
8293,1077,18-24,M,Left school at 17 years,Used in Last Year,cscore,-0.28,alcohol
8294,1078,35-44,F,Professional certificate/ diploma,Used in Last Month,cscore,-0.14,alcohol
8295,1079,25-34,F,University degree,Used in Last Year,cscore,0.26,alcohol
8296,1080,45-54,M,Professional certificate/ diploma,Used in Last Month,cscore,0.26,alcohol
8297,1081,35-44,F,Professional certificate/ diploma,Used in Last Month,cscore,-1.14,alcohol
8298,1082,25-34,F,Masters degree,Used in Last Day,cscore,0.58,alcohol
8299,1083,18-24,F,Masters degree,Used in Last Week,cscore,1.31,alcohol
8300,1084,18-24,M,Masters degree,Used in Last Week,cscore,-0.53,alcohol
8301,1085,18-24,F,Masters degree,Used in Last Day,cscore,-1.26,alcohol
8302,1086,18-24,F,University degree,Used in Last Week,cscore,0.42,alcohol
8303,1087,18-24,F,Masters degree,Used in Last Day,cscore,1.81,alcohol
8304,1088,35-44,M,Professional certificate/ diploma,Used in Last Day,cscore,0.58,alcohol
8305,1089,18-24,F,Masters degree,Used in Last Year,cscore,0.26,alcohol
8306,1090,18-24,F,Masters degree,Used in Last Day,cscore,0.26,alcohol
8307,1091,25-34,F,Masters degree,Used in Last Day,cscore,0.94,alcohol
8308,1092,25-34,F,University degree,Used in Last Day,cscore,-0.28,alcohol
8309,1093,18-24,F,Masters degree,Used in Last Week,cscore,-0.53,alcohol
8310,1094,45-54,F,Left school at 16 years,Used in Last Month,cscore,0.12,alcohol
8311,1095,18-24,M,University degree,Used in Last Year,cscore,-1.26,alcohol
8312,1096,25-34,F,University degree,Used in Last Day,cscore,0.58,alcohol
8313,1097,35-44,M,Masters degree,Used in Last Week,cscore,0.94,alcohol
8314,1098,25-34,M,Masters degree,Used in Last Week,cscore,0.12,alcohol
8315,1099,18-24,M,Left school at 18 years,Used in Last Week,cscore,-1.14,alcohol
8316,1100,25-34,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.65,alcohol
8317,1101,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.65,alcohol
8318,1102,18-24,F,Masters degree,Used in Last Week,cscore,0.58,alcohol
8319,1103,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.78,alcohol
8320,1104,18-24,F,University degree,Used in Last Week,cscore,1.31,alcohol
8321,1105,18-24,F,Masters degree,Used in Last Day,cscore,-0.41,alcohol
8322,1106,18-24,F,Left school at 18 years,Used in Last Week,cscore,-1.78,alcohol
8323,1107,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-2.05,alcohol
8324,1108,25-34,F,Doctorate degree,Used in Last Month,cscore,1.63,alcohol
8325,1109,25-34,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.01,alcohol
8326,1110,18-24,M,University degree,Used in Last Week,cscore,-0.53,alcohol
8327,1111,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.28,alcohol
8328,1112,45-54,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.64,alcohol
8329,1113,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,1.46,alcohol
8330,1114,45-54,M,Doctorate degree,Used in Last Day,cscore,-1.26,alcohol
8331,1115,18-24,M,Left school at 18 years,Used in Last Week,cscore,0.58,alcohol
8332,1116,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,2.05,alcohol
8333,1117,45-54,M,Left school at 16 years,Used in Last Year,cscore,-0.28,alcohol
8334,1118,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.39,alcohol
8335,1119,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.65,alcohol
8336,1120,25-34,F,University degree,Used in Last Day,cscore,-0.28,alcohol
8337,1121,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.01,alcohol
8338,1122,25-34,M,University degree,Used in Last Week,cscore,0.76,alcohol
8339,1123,25-34,M,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-0.28,alcohol
8340,1124,18-24,M,Left school at 16 years,Used in Last Year,cscore,-0.41,alcohol
8341,1125,25-34,M,Professional certificate/ diploma,Used in Last Day,cscore,-1.26,alcohol
8342,1126,25-34,M,Left school at 18 years,Used in Last Day,cscore,-0.01,alcohol
8343,1127,25-34,M,Professional certificate/ diploma,Used in Last Month,cscore,-2.3,alcohol
8344,1128,55-64,M,Left school at 17 years,Used in Last Year,cscore,0.58,alcohol
8345,1129,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.78,alcohol
8346,1130,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.26,alcohol
8347,1131,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.78,alcohol
8348,1132,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.92,alcohol
8349,1133,25-34,F,Professional certificate/ diploma,Used in Last Month,cscore,-1.78,alcohol
8350,1134,25-34,M,Masters degree,Used in Last Day,cscore,-0.28,alcohol
8351,1135,35-44,M,Professional certificate/ diploma,Used in Last Year,cscore,0.26,alcohol
8352,1136,18-24,M,Masters degree,Used in Last Week,cscore,-0.53,alcohol
8353,1137,18-24,M,Left school at 18 years,Used in Last Year,cscore,-1.64,alcohol
8354,1138,25-34,F,Doctorate degree,Used in Last Week,cscore,0.42,alcohol
8355,1139,25-34,F,University degree,Used in Last Week,cscore,-1.26,alcohol
8356,1140,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.53,alcohol
8357,1141,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.28,alcohol
8358,1142,25-34,F,University degree,Used in Last Month,cscore,-1.52,alcohol
8359,1143,35-44,M,Professional certificate/ diploma,Used in Last Month,cscore,0.58,alcohol
8360,1144,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.14,alcohol
8361,1146,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-2.18,alcohol
8362,1147,25-34,M,Masters degree,Used in Last Week,cscore,-1.01,alcohol
8363,1148,25-34,M,University degree,Used in Last Week,cscore,0.94,alcohol
8364,1149,35-44,M,Professional certificate/ diploma,Used in Last Year,cscore,-1.26,alcohol
8365,1150,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.65,alcohol
8366,1152,25-34,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.42,alcohol
8367,1154,55-64,F,Masters degree,Used in Last Year,cscore,-0.28,alcohol
8368,1155,18-24,M,Left school at 18 years,Used in Last Month,cscore,-1.92,alcohol
8369,1156,18-24,F,Masters degree,Used in Last Day,cscore,-0.53,alcohol
8370,1157,18-24,M,Doctorate degree,Used in Last Day,cscore,-0.53,alcohol
8371,1158,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.42,alcohol
8372,1159,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.41,alcohol
8373,1160,45-54,M,Professional certificate/ diploma,Used in Last Year,cscore,0.94,alcohol
8374,1161,25-34,F,University degree,Used in Last Day,cscore,-1.14,alcohol
8375,1162,18-24,M,Left school at 17 years,Used in Last Week,cscore,0.12,alcohol
8376,1163,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.26,alcohol
8377,1164,25-34,F,Doctorate degree,Used in Last Week,cscore,2.05,alcohol
8378,1165,25-34,M,Left school at 17 years,Used in Last Month,cscore,0.42,alcohol
8379,1166,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,1.13,alcohol
8380,1167,35-44,M,University degree,Used in Last Day,cscore,-1.78,alcohol
8381,1168,25-34,M,University degree,Used in Last Week,cscore,0.58,alcohol
8382,1169,18-24,M,Left school at 18 years,Used in Last Day,cscore,-1.01,alcohol
8383,1170,45-54,M,Professional certificate/ diploma,Used in Last Week,cscore,-1.01,alcohol
8384,1171,35-44,F,University degree,Used in Last Day,cscore,0.26,alcohol
8385,1172,35-44,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.12,alcohol
8386,1173,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.94,alcohol
8387,1174,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.58,alcohol
8388,1175,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,1.13,alcohol
8389,1176,25-34,M,Masters degree,Used in Last Day,cscore,1.13,alcohol
8390,1177,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.28,alcohol
8391,1178,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.9,alcohol
8392,1179,25-34,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.12,alcohol
8393,1180,25-34,F,Masters degree,Used in Last Month,cscore,-1.26,alcohol
8394,1182,18-24,M,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-0.28,alcohol
8395,1183,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.01,alcohol
8396,1184,25-34,F,Professional certificate/ diploma,Used in Last Day,cscore,-0.78,alcohol
8397,1185,18-24,M,University degree,Used in Last Week,cscore,1.81,alcohol
8398,1186,45-54,M,Left school at 16 years,Used in Last Month,cscore,0.26,alcohol
8399,1187,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.9,alcohol
8400,1188,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.78,alcohol
8401,1189,25-34,F,University degree,Used in Last Week,cscore,-0.01,alcohol
8402,1190,55-64,F,Doctorate degree,Used in Last Day,cscore,-0.01,alcohol
8403,1191,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.01,alcohol
8404,1192,18-24,M,Masters degree,Used in Last Week,cscore,0.94,alcohol
8405,1193,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-2.57,alcohol
8406,1194,18-24,M,Left school at 18 years,Used in Last Day,cscore,-1.14,alcohol
8407,1195,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.53,alcohol
8408,1196,35-44,M,University degree,Used in Last Week,cscore,0.42,alcohol
8409,1197,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.64,alcohol
8410,1198,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.53,alcohol
8411,1200,25-34,M,Left school at 16 years,Used in Last Week,cscore,0.26,alcohol
8412,1201,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-1.92,alcohol
8413,1202,25-34,F,University degree,Used in Last Day,cscore,-1.64,alcohol
8414,1203,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.65,alcohol
8415,1204,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.78,alcohol
8416,1205,18-24,M,Left school at 18 years,Used in Last Week,cscore,-0.28,alcohol
8417,1206,25-34,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-1.14,alcohol
8418,1207,18-24,F,Left school at 18 years,Used in Last Week,cscore,-1.39,alcohol
8419,1208,45-54,M,University degree,Used in Last Month,cscore,1.31,alcohol
8420,1209,18-24,M,Professional certificate/ diploma,Used in Last Day,cscore,1.46,alcohol
8421,1210,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.41,alcohol
8422,1211,45-54,M,University degree,Used in Last Week,cscore,0.76,alcohol
8423,1212,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.78,alcohol
8424,1213,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.01,alcohol
8425,1214,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-2.05,alcohol
8426,1215,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.01,alcohol
8427,1216,35-44,F,Professional certificate/ diploma,Used in Last Day,cscore,0.12,alcohol
8428,1217,25-34,M,Professional certificate/ diploma,Used in Last Day,cscore,-0.9,alcohol
8429,1218,18-24,M,Professional certificate/ diploma,Used in Last Week,cscore,-1.39,alcohol
8430,1219,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.01,alcohol
8431,1220,25-34,F,Masters degree,Used in Last Week,cscore,-1.01,alcohol
8432,1221,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.52,alcohol
8433,1222,18-24,F,Professional certificate/ diploma,Used in Last Month,cscore,-0.9,alcohol
8434,1223,18-24,F,Left school at 18 years,Used in Last Day,cscore,-0.65,alcohol
8435,1224,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.01,alcohol
8436,1225,25-34,M,Doctorate degree,Used in Last Week,cscore,-0.14,alcohol
8437,1226,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.41,alcohol
8438,1227,18-24,M,University degree,Used in Last Day,cscore,0.94,alcohol
8439,1228,25-34,F,University degree,Used in Last Week,cscore,-1.39,alcohol
8440,1229,35-44,M,Left school at 16 years,Used in Last Decade,cscore,-1.52,alcohol
8441,1230,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.58,alcohol
8442,1231,18-24,F,Left school at 18 years,Used in Last Day,cscore,-0.14,alcohol
8443,1232,18-24,F,University degree,Used in Last Day,cscore,-0.53,alcohol
