,ID,age,gender,education,alcohol,variable,value
4216,618,45-54,F,"Some college or university, no certificate or degree",CL2,oscore,-0.17779
4217,619,45-54,M,Professional certificate/ diploma,CL3,oscore,-0.31776
4218,620,25-34,F,University degree,CL5,oscore,0.88309
4219,621,55-64,M,Masters degree,CL5,oscore,0.7233
4220,622,18-24,M,Left school at 18 years,CL5,oscore,-0.45174
4221,623,35-44,M,Masters degree,CL5,oscore,-0.17779
4222,624,35-44,F,Masters degree,CL5,oscore,-0.31776
4223,625,45-54,F,Masters degree,CL6,oscore,-0.45174
4224,626,35-44,F,Doctorate degree,CL6,oscore,-1.27553
4225,627,35-44,F,Professional certificate/ diploma,CL6,oscore,-0.58331
4226,628,35-44,M,University degree,CL6,oscore,-0.84732
4227,629,35-44,M,Doctorate degree,CL5,oscore,-1.55521
4228,630,25-34,F,Doctorate degree,CL5,oscore,-1.27553
4229,631,45-54,F,Doctorate degree,CL5,oscore,0.58331
4230,632,35-44,F,Doctorate degree,CL6,oscore,1.65653
4231,633,18-24,F,University degree,CL5,oscore,-0.31776
4232,634,18-24,F,University degree,CL5,oscore,-1.27553
4233,635,25-34,F,Masters degree,CL5,oscore,0.44585
4234,636,35-44,F,Doctorate degree,CL6,oscore,-0.01928
4235,637,35-44,M,University degree,CL5,oscore,-0.17779
4236,638,45-54,F,University degree,CL4,oscore,-0.45174
4237,639,35-44,F,Professional certificate/ diploma,CL4,oscore,-0.97631
4238,640,18-24,F,University degree,CL5,oscore,-1.42424
4239,641,25-34,M,Left school at 16 years,CL5,oscore,0.88309
4240,642,45-54,M,University degree,CL5,oscore,0.44585
4241,643,35-44,M,Masters degree,CL5,oscore,0.88309
4242,644,25-34,F,Masters degree,CL5,oscore,-0.31776
4243,645,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,-1.68062
4244,646,45-54,M,University degree,CL5,oscore,-0.31776
4245,647,18-24,F,University degree,CL5,oscore,-0.31776
4246,648,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,1.06238
4247,649,35-44,F,Masters degree,CL6,oscore,1.06238
4248,650,25-34,F,University degree,CL5,oscore,-1.27553
4249,651,45-54,F,Masters degree,CL5,oscore,2.44904
4250,652,25-34,M,Masters degree,CL5,oscore,0.44585
4251,653,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,1.24033
4252,654,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,-0.01928
4253,655,35-44,F,Left school at 16 years,CL5,oscore,-0.71727
4254,656,25-34,M,Masters degree,CL5,oscore,-0.45174
4255,657,45-54,M,"Some college or university, no certificate or degree",CL4,oscore,0.29338
4256,658,45-54,M,Professional certificate/ diploma,CL5,oscore,1.43533
4257,659,18-24,M,Masters degree,CL5,oscore,0.44585
4258,660,25-34,M,Doctorate degree,CL5,oscore,1.88511
4259,661,25-34,F,Masters degree,CL6,oscore,-0.01928
4260,662,18-24,F,University degree,CL6,oscore,-0.71727
4261,663,25-34,F,University degree,CL5,oscore,0.29338
4262,664,25-34,F,Doctorate degree,CL6,oscore,-0.31776
4263,665,18-24,M,University degree,CL5,oscore,0.58331
4264,666,25-34,F,Doctorate degree,CL6,oscore,0.14143
4265,667,18-24,M,Left school at 18 years,CL3,oscore,0.14143
4266,668,35-44,M,"Some college or university, no certificate or degree",CL4,oscore,1.24033
4267,669,45-54,M,University degree,CL5,oscore,0.14143
4268,670,25-34,M,"Some college or university, no certificate or degree",CL6,oscore,0.44585
4269,671,18-24,M,Professional certificate/ diploma,CL5,oscore,-0.45174
4270,672,35-44,M,Professional certificate/ diploma,CL2,oscore,-0.01928
4271,673,18-24,M,University degree,CL2,oscore,1.43533
4272,674,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,0.44585
4273,675,18-24,F,Masters degree,CL3,oscore,-0.58331
4274,676,35-44,M,Professional certificate/ diploma,CL3,oscore,-0.71727
4275,677,18-24,M,Professional certificate/ diploma,CL3,oscore,-1.68062
4276,678,25-34,M,University degree,CL6,oscore,0.44585
4277,680,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,-0.58331
4278,681,45-54,M,Doctorate degree,CL6,oscore,-0.17779
4279,682,35-44,M,"Some college or university, no certificate or degree",CL6,oscore,-1.27553
4280,683,25-34,M,Masters degree,CL6,oscore,0.44585
4281,684,35-44,F,University degree,CL3,oscore,-0.45174
4282,685,35-44,F,Professional certificate/ diploma,CL4,oscore,1.24033
4283,686,25-34,M,University degree,CL6,oscore,0.7233
4284,687,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,1.43533
4285,688,45-54,F,Left school before 16 years,CL4,oscore,-0.97631
4286,689,35-44,M,"Some college or university, no certificate or degree",CL2,oscore,-0.31776
4287,690,55-64,F,Masters degree,CL6,oscore,-0.45174
4288,691,55-64,M,"Some college or university, no certificate or degree",CL6,oscore,-1.42424
4289,692,25-34,F,University degree,CL4,oscore,-0.97631
4290,693,45-54,F,Masters degree,CL6,oscore,-0.31776
4291,694,35-44,M,Masters degree,CL6,oscore,0.14143
4292,695,35-44,M,Professional certificate/ diploma,CL5,oscore,-0.45174
4293,696,35-44,F,Masters degree,CL6,oscore,-0.01928
4294,697,55-64,M,University degree,CL5,oscore,0.44585
4295,698,45-54,F,University degree,CL4,oscore,1.06238
4296,699,35-44,M,University degree,CL6,oscore,0.88309
4297,700,55-64,M,"Some college or university, no certificate or degree",CL6,oscore,-0.71727
4298,701,35-44,F,"Some college or university, no certificate or degree",CL5,oscore,0.44585
4299,703,35-44,F,University degree,CL3,oscore,0.58331
4300,704,55-64,M,University degree,CL6,oscore,-0.17779
4301,705,35-44,M,"Some college or university, no certificate or degree",CL6,oscore,-0.58331
4302,706,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,1.06238
4303,707,18-24,F,University degree,CL4,oscore,-1.42424
4304,708,25-34,M,University degree,CL5,oscore,0.29338
4305,709,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.45174
4306,710,18-24,M,Professional certificate/ diploma,CL3,oscore,-0.71727
4307,711,18-24,M,University degree,CL5,oscore,0.58331
4308,712,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,-0.84732
4309,713,25-34,F,Masters degree,CL4,oscore,0.7233
4310,714,18-24,M,University degree,CL6,oscore,0.88309
4311,715,18-24,M,Professional certificate/ diploma,CL5,oscore,0.44585
4312,716,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,1.06238
4313,717,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,-1.27553
4314,718,35-44,M,University degree,CL5,oscore,-0.31776
4315,719,18-24,M,Left school at 16 years,CL5,oscore,-0.71727
4316,720,55-64,M,University degree,CL5,oscore,-0.71727
4317,721,35-44,M,"Some college or university, no certificate or degree",CL6,oscore,0.88309
4318,722,35-44,F,Professional certificate/ diploma,CL4,oscore,0.29338
4319,724,25-34,F,University degree,CL5,oscore,0.29338
4320,725,35-44,F,"Some college or university, no certificate or degree",CL4,oscore,0.7233
4321,726,25-34,F,Masters degree,CL5,oscore,0.7233
4322,727,18-24,M,Professional certificate/ diploma,CL6,oscore,0.7233
4323,728,25-34,F,Masters degree,CL5,oscore,-0.58331
4324,729,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,0.7233
4325,730,25-34,F,Left school at 16 years,CL6,oscore,0.14143
4326,731,35-44,F,University degree,CL5,oscore,-0.97631
4327,732,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,-0.31776
4328,733,18-24,F,University degree,CL6,oscore,0.7233
4329,734,35-44,M,Left school at 16 years,CL5,oscore,0.29338
4330,735,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,1.43533
4331,736,25-34,F,University degree,CL4,oscore,2.44904
4332,737,25-34,M,University degree,CL6,oscore,-2.8595
4333,738,25-34,M,University degree,CL5,oscore,-0.01928
4334,739,18-24,F,Left school at 18 years,CL4,oscore,1.43533
4335,740,25-34,M,Masters degree,CL6,oscore,0.44585
4336,741,35-44,M,"Some college or university, no certificate or degree",CL5,oscore,0.58331
4337,743,45-54,F,Masters degree,CL6,oscore,0.29338
4338,744,35-44,F,University degree,CL5,oscore,-0.71727
4339,746,45-54,M,"Some college or university, no certificate or degree",CL5,oscore,-0.01928
4340,747,25-34,F,Left school at 16 years,CL6,oscore,-1.11902
4341,748,25-34,F,Masters degree,CL4,oscore,0.44585
4342,749,35-44,F,Left school at 16 years,CL2,oscore,-1.42424
4343,750,35-44,F,Doctorate degree,CL5,oscore,-0.97631
4344,751,35-44,M,Masters degree,CL5,oscore,-0.01928
4345,752,25-34,F,Professional certificate/ diploma,CL6,oscore,-1.82919
4346,753,25-34,M,"Some college or university, no certificate or degree",CL6,oscore,1.06238
4347,754,25-34,F,Masters degree,CL5,oscore,-0.58331
4348,755,25-34,M,Doctorate degree,CL4,oscore,1.43533
4349,756,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,1.65653
4350,757,18-24,F,Masters degree,CL5,oscore,-0.58331
4351,758,18-24,F,"Some college or university, no certificate or degree",CL6,oscore,-0.17779
4352,759,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,-0.01928
4353,760,18-24,M,Doctorate degree,CL6,oscore,0.58331
4354,761,25-34,M,University degree,CL6,oscore,-0.84732
4355,762,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,-1.11902
4356,763,25-34,F,University degree,CL6,oscore,1.43533
4357,764,18-24,F,University degree,CL5,oscore,0.58331
4358,765,18-24,M,Left school at 16 years,CL5,oscore,1.06238
4359,766,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,2.15324
4360,767,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,0.29338
4361,768,25-34,M,Masters degree,CL6,oscore,0.14143
4362,769,18-24,F,Professional certificate/ diploma,CL4,oscore,0.14143
4363,770,25-34,M,University degree,CL6,oscore,0.58331
4364,771,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,-1.27553
4365,773,45-54,M,University degree,CL6,oscore,-0.45174
4366,775,18-24,M,Left school at 18 years,CL4,oscore,0.58331
4367,776,18-24,F,"Some college or university, no certificate or degree",CL4,oscore,0.88309
4368,777,25-34,M,"Some college or university, no certificate or degree",CL3,oscore,-0.84732
4369,778,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,0.7233
4370,779,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,2.15324
4371,780,45-54,M,Left school at 18 years,CL5,oscore,-0.31776
4372,781,18-24,F,Professional certificate/ diploma,CL4,oscore,-0.17779
4373,782,35-44,M,Professional certificate/ diploma,CL6,oscore,-0.84732
4374,783,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,0.29338
4375,784,18-24,F,"Some college or university, no certificate or degree",CL6,oscore,0.88309
4376,785,18-24,F,"Some college or university, no certificate or degree",CL6,oscore,0.88309
4377,786,18-24,M,Masters degree,CL4,oscore,0.88309
4378,787,18-24,M,Professional certificate/ diploma,CL3,oscore,0.14143
4379,788,35-44,M,Professional certificate/ diploma,CL6,oscore,0.14143
4380,789,18-24,M,Professional certificate/ diploma,CL5,oscore,-0.58331
4381,790,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,0.7233
4382,791,18-24,M,University degree,CL5,oscore,0.88309
4383,792,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.58331
4384,793,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.29338
4385,794,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,-0.31776
4386,795,25-34,M,University degree,CL6,oscore,1.24033
4387,796,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,-0.31776
4388,797,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,-0.31776
4389,798,18-24,F,University degree,CL5,oscore,0.44585
4390,799,25-34,F,"Some college or university, no certificate or degree",CL6,oscore,0.7233
4391,800,35-44,F,"Some college or university, no certificate or degree",CL5,oscore,1.43533
4392,801,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,-0.01928
4393,802,25-34,M,"Some college or university, no certificate or degree",CL3,oscore,-0.17779
4394,803,18-24,M,Left school at 18 years,CL5,oscore,0.14143
4395,804,45-54,F,University degree,CL6,oscore,-0.97631
4396,805,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,-0.45174
4397,806,18-24,F,University degree,CL6,oscore,1.43533
4398,807,25-34,M,"Some college or university, no certificate or degree",CL2,oscore,-0.31776
4399,808,18-24,M,Left school at 17 years,CL5,oscore,0.7233
4400,809,18-24,F,"Some college or university, no certificate or degree",CL6,oscore,1.06238
4401,810,18-24,M,University degree,CL3,oscore,-0.97631
4402,811,18-24,M,Professional certificate/ diploma,CL5,oscore,-1.27553
4403,812,18-24,M,Left school at 18 years,CL3,oscore,1.06238
4404,813,45-54,F,University degree,CL6,oscore,0.88309
4405,814,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,-0.01928
4406,815,25-34,M,University degree,CL3,oscore,0.7233
4407,816,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.45174
4408,817,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.29338
4409,818,18-24,F,"Some college or university, no certificate or degree",CL3,oscore,-0.01928
4410,819,45-54,M,Doctorate degree,CL4,oscore,0.88309
4411,820,25-34,F,Masters degree,CL5,oscore,-0.01928
4412,821,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,0.7233
4413,822,18-24,F,University degree,CL5,oscore,-0.17779
4414,823,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,0.7233
4415,824,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,0.7233
4416,825,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.17779
4417,826,18-24,M,University degree,CL5,oscore,-2.8595
4418,827,18-24,M,University degree,CL6,oscore,0.14143
4419,828,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,1.24033
4420,829,18-24,M,University degree,CL6,oscore,-0.01928
4421,830,25-34,F,Doctorate degree,CL5,oscore,1.06238
4422,831,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,1.88511
4423,832,18-24,M,Professional certificate/ diploma,CL6,oscore,-0.71727
4424,833,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,0.14143
4425,834,25-34,F,Masters degree,CL6,oscore,1.43533
4426,835,45-54,F,Doctorate degree,CL6,oscore,-0.01928
4427,836,25-34,F,Masters degree,CL5,oscore,-0.01928
4428,837,18-24,M,University degree,CL6,oscore,-0.45174
4429,838,18-24,M,University degree,CL4,oscore,-0.01928
4430,839,45-54,M,Masters degree,CL3,oscore,0.14143
4431,840,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,0.58331
4432,841,18-24,M,Left school at 18 years,CL6,oscore,2.15324
4433,842,25-34,M,University degree,CL5,oscore,0.58331
4434,843,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,0.88309
4435,844,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,0.29338
4436,845,25-34,F,"Some college or university, no certificate or degree",CL6,oscore,0.14143
4437,846,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,1.06238
4438,847,35-44,M,"Some college or university, no certificate or degree",CL6,oscore,-1.42424
4439,848,18-24,F,Professional certificate/ diploma,CL2,oscore,-1.55521
4440,849,25-34,M,University degree,CL3,oscore,0.29338
4441,850,18-24,M,Left school at 18 years,CL6,oscore,1.06238
4442,851,55-64,M,Masters degree,CL4,oscore,1.24033
4443,852,18-24,M,Masters degree,CL5,oscore,0.44585
4444,854,25-34,M,University degree,CL2,oscore,-1.42424
4445,855,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,1.43533
4446,856,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,-0.01928
4447,857,18-24,M,Left school at 16 years,CL5,oscore,0.58331
4448,858,25-34,M,"Some college or university, no certificate or degree",CL2,oscore,1.88511
4449,859,18-24,M,Professional certificate/ diploma,CL5,oscore,-0.17779
4450,860,25-34,M,Left school at 17 years,CL4,oscore,-0.45174
4451,861,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,1.06238
4452,862,18-24,F,"Some college or university, no certificate or degree",CL3,oscore,1.06238
4453,863,25-34,M,"Some college or university, no certificate or degree",CL6,oscore,1.06238
4454,864,18-24,M,University degree,CL6,oscore,-0.17779
4455,866,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,-0.17779
4456,867,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,-0.58331
4457,868,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.58331
4458,869,18-24,F,"Some college or university, no certificate or degree",CL6,oscore,1.43533
4459,870,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,0.7233
4460,871,45-54,M,Professional certificate/ diploma,CL3,oscore,0.88309
4461,872,25-34,M,University degree,CL6,oscore,1.06238
4462,873,18-24,M,Masters degree,CL5,oscore,0.14143
4463,874,25-34,F,Masters degree,CL5,oscore,-0.01928
4464,875,18-24,F,"Some college or university, no certificate or degree",CL4,oscore,0.14143
4465,876,25-34,F,Masters degree,CL5,oscore,-0.58331
4466,877,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,1.43533
4467,878,35-44,M,Professional certificate/ diploma,CL3,oscore,0.7233
4468,879,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,0.7233
4469,880,18-24,F,University degree,CL5,oscore,0.88309
4470,881,25-34,M,Masters degree,CL6,oscore,-0.31776
4471,882,18-24,F,Left school before 16 years,CL5,oscore,0.88309
4472,883,35-44,M,"Some college or university, no certificate or degree",CL4,oscore,0.29338
4473,884,25-34,F,"Some college or university, no certificate or degree",CL2,oscore,1.24033
4474,885,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,0.7233
4475,886,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.29338
4476,887,25-34,M,"Some college or university, no certificate or degree",CL4,oscore,0.14143
4477,888,18-24,M,University degree,CL4,oscore,0.14143
4478,889,18-24,M,University degree,CL6,oscore,0.7233
4479,890,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,1.65653
4480,891,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,1.24033
4481,892,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,1.06238
4482,893,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,0.88309
4483,894,25-34,M,"Some college or university, no certificate or degree",CL3,oscore,-1.82919
4484,895,25-34,M,"Some college or university, no certificate or degree",CL4,oscore,0.29338
4485,896,25-34,F,Left school at 17 years,CL6,oscore,-0.84732
4486,897,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.01928
4487,898,18-24,F,Professional certificate/ diploma,CL4,oscore,0.14143
4488,899,25-34,M,Masters degree,CL5,oscore,-0.17779
4489,900,25-34,M,University degree,CL6,oscore,-0.45174
4490,901,18-24,F,"Some college or university, no certificate or degree",CL6,oscore,-0.97631
4491,902,18-24,M,University degree,CL5,oscore,-1.55521
4492,903,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.44585
4493,904,25-34,F,Masters degree,CL6,oscore,0.29338
4494,905,18-24,M,Left school at 18 years,CL4,oscore,-0.01928
4495,906,35-44,F,University degree,CL6,oscore,1.06238
4496,907,18-24,M,"Some college or university, no certificate or degree",CL2,oscore,-0.17779
4497,908,25-34,M,Professional certificate/ diploma,CL5,oscore,0.14143
4498,909,35-44,M,University degree,CL4,oscore,-0.71727
4499,910,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.31776
4500,911,18-24,M,University degree,CL5,oscore,-0.01928
4501,912,25-34,F,"Some college or university, no certificate or degree",CL6,oscore,1.06238
4502,913,18-24,F,"Some college or university, no certificate or degree",CL4,oscore,-1.97495
4503,914,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,-0.71727
4504,915,35-44,M,University degree,CL3,oscore,-1.68062
4505,916,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,1.24033
4506,917,25-34,F,Left school at 17 years,CL5,oscore,-0.58331
4507,918,18-24,M,Left school at 18 years,CL6,oscore,-0.01928
4508,919,25-34,M,Left school at 16 years,CL4,oscore,-0.17779
4509,920,18-24,F,"Some college or university, no certificate or degree",CL3,oscore,-0.17779
4510,921,18-24,M,Left school at 18 years,CL6,oscore,2.15324
4511,922,35-44,M,Masters degree,CL5,oscore,-0.71727
4512,923,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,1.06238
4513,924,18-24,M,Left school before 16 years,CL3,oscore,-0.01928
4514,925,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,-0.71727
4515,926,25-34,M,Left school at 18 years,CL3,oscore,-2.39883
4516,927,18-24,M,Left school at 16 years,CL3,oscore,0.29338
4517,928,18-24,M,Professional certificate/ diploma,CL5,oscore,0.58331
4518,929,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,0.88309
4519,930,25-34,M,"Some college or university, no certificate or degree",CL4,oscore,1.65653
4520,931,18-24,F,"Some college or university, no certificate or degree",CL4,oscore,0.7233
4521,932,35-44,M,Left school at 16 years,CL3,oscore,-0.58331
4522,933,25-34,F,University degree,CL4,oscore,1.24033
4523,934,18-24,F,Left school at 17 years,CL3,oscore,-0.01928
4524,935,18-24,F,University degree,CL5,oscore,1.06238
4525,936,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,1.24033
4526,937,18-24,F,"Some college or university, no certificate or degree",CL4,oscore,0.29338
4527,938,18-24,M,Professional certificate/ diploma,CL3,oscore,1.06238
4528,939,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,0.58331
4529,940,18-24,F,University degree,CL5,oscore,-0.01928
4530,941,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,1.06238
4531,942,25-34,F,Left school at 18 years,CL5,oscore,1.06238
4532,943,25-34,M,Professional certificate/ diploma,CL4,oscore,2.44904
4533,944,18-24,F,"Some college or university, no certificate or degree",CL3,oscore,0.58331
4534,945,25-34,F,Masters degree,CL3,oscore,0.44585
4535,946,18-24,F,"Some college or university, no certificate or degree",CL4,oscore,-0.58331
4536,947,18-24,M,Left school at 18 years,CL4,oscore,-1.11902
4537,948,25-34,M,Professional certificate/ diploma,CL6,oscore,0.14143
4538,949,25-34,F,Left school at 18 years,CL2,oscore,-2.39883
4539,950,35-44,M,Professional certificate/ diploma,CL5,oscore,-0.01928
4540,951,18-24,F,University degree,CL6,oscore,0.44585
4541,952,18-24,F,"Some college or university, no certificate or degree",CL3,oscore,1.88511
4542,953,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.29338
4543,954,25-34,F,University degree,CL5,oscore,-0.01928
4544,956,18-24,M,Professional certificate/ diploma,CL4,oscore,-0.01928
4545,957,45-54,M,University degree,CL5,oscore,-0.58331
4546,958,35-44,M,Professional certificate/ diploma,CL6,oscore,0.14143
4547,959,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.01928
4548,960,18-24,F,University degree,CL5,oscore,1.43533
4549,961,45-54,F,"Some college or university, no certificate or degree",CL5,oscore,0.7233
4550,962,18-24,M,Professional certificate/ diploma,CL5,oscore,1.06238
4551,963,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,1.88511
4552,964,35-44,M,"Some college or university, no certificate or degree",CL5,oscore,-0.01928
4553,965,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.45174
4554,966,25-34,F,Masters degree,CL5,oscore,0.7233
4555,967,18-24,M,Masters degree,CL5,oscore,-0.01928
4556,968,18-24,F,"Some college or university, no certificate or degree",CL4,oscore,0.58331
4557,969,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,1.88511
4558,970,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,1.06238
4559,971,55-64,M,Doctorate degree,CL6,oscore,0.58331
4560,972,35-44,F,University degree,CL5,oscore,-0.17779
4561,973,25-34,M,"Some college or university, no certificate or degree",CL6,oscore,0.58331
4562,974,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,-1.11902
4563,975,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,1.24033
4564,976,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,1.06238
4565,979,35-44,F,Masters degree,CL5,oscore,-1.27553
4566,980,45-54,F,"Some college or university, no certificate or degree",CL6,oscore,-0.45174
4567,981,25-34,F,Doctorate degree,CL4,oscore,0.7233
4568,982,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,0.14143
4569,983,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,-1.11902
4570,984,25-34,F,University degree,CL5,oscore,1.88511
4571,985,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,1.24033
4572,986,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,1.24033
4573,987,18-24,M,Professional certificate/ diploma,CL5,oscore,-0.71727
4574,988,25-34,M,"Some college or university, no certificate or degree",CL4,oscore,0.44585
4575,989,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,0.44585
4576,990,25-34,M,University degree,CL5,oscore,0.14143
4577,991,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,1.65653
4578,992,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.29338
4579,993,55-64,M,Professional certificate/ diploma,CL3,oscore,0.58331
4580,994,25-34,M,University degree,CL5,oscore,1.43533
4581,995,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.7233
4582,996,18-24,M,Masters degree,CL5,oscore,-0.31776
4583,997,18-24,M,Masters degree,CL5,oscore,-0.45174
4584,998,25-34,M,Masters degree,CL6,oscore,0.88309
4585,999,25-34,F,Doctorate degree,CL3,oscore,-0.31776
4586,1000,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,-0.17779
4587,1001,18-24,M,Left school at 16 years,CL5,oscore,-0.31776
4588,1002,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-1.27553
4589,1003,45-54,F,"Some college or university, no certificate or degree",CL4,oscore,0.14143
4590,1004,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,-0.31776
4591,1005,18-24,M,Left school at 18 years,CL5,oscore,-1.11902
4592,1006,18-24,M,Left school at 18 years,CL5,oscore,-1.82919
4593,1007,18-24,F,Left school at 18 years,CL3,oscore,0.88309
4594,1008,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,1.65653
4595,1009,45-54,M,Masters degree,CL6,oscore,-0.58331
4596,1010,18-24,F,Left school at 18 years,CL5,oscore,0.44585
4597,1011,45-54,M,University degree,CL6,oscore,-0.01928
4598,1012,18-24,F,"Some college or university, no certificate or degree",CL6,oscore,1.88511
4599,1013,25-34,M,"Some college or university, no certificate or degree",CL6,oscore,0.44585
4600,1014,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.14143
4601,1015,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,0.88309
4602,1017,18-24,M,Professional certificate/ diploma,CL6,oscore,1.88511
4603,1018,25-34,M,"Some college or university, no certificate or degree",CL6,oscore,-0.84732
4604,1019,18-24,F,Left school at 18 years,CL5,oscore,-0.97631
4605,1021,35-44,F,"Some college or university, no certificate or degree",CL3,oscore,-1.42424
4606,1022,18-24,M,University degree,CL6,oscore,1.06238
4607,1023,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,-1.11902
4608,1024,18-24,M,Left school at 18 years,CL5,oscore,1.65653
4609,1025,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,1.06238
4610,1026,18-24,F,Left school at 18 years,CL4,oscore,0.44585
4611,1027,18-24,F,University degree,CL5,oscore,-0.71727
4612,1028,45-54,M,Doctorate degree,CL2,oscore,0.44585
4613,1029,35-44,F,University degree,CL5,oscore,-0.45174
4614,1030,18-24,F,Masters degree,CL5,oscore,0.58331
4615,1031,18-24,F,University degree,CL5,oscore,-0.84732
4616,1032,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,0.58331
4617,1033,25-34,M,"Some college or university, no certificate or degree",CL3,oscore,-0.17779
