,no,age,gender,education,country,ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Alcohol,value,freq
1087,1349,18-24,F,4,USA,White,1.13281,-0.94779,-0.31776,0.28783,-0.40581,Used in Last Month,1,4
1088,1406,25-34,F,9,UK,Mixed-White/Black,1.60383,1.2861,0.58331,0.28783,-0.78155,Used in Last Day,1,6
1090,1418,18-24,F,7,UK,Asian,0.91093,-0.69509,-0.71727,0.28783,-0.00665,Never Used,1,1
1091,1428,18-24,F,6,UK,Other,0.04257,0.00332,-0.17779,0.28783,1.81175,Used in Last Day,1,6
1092,1436,55-64,F,8,UK,White,-0.79151,0.00332,0.14143,0.28783,0.7583,Used in Last Day,1,6
1093,1437,55-64,F,6,UK,White,-0.79151,-0.57545,0.29338,0.28783,-1.13788,Used in Last Week,1,5
1098,1550,25-34,F,8,UK,White,-0.67825,-0.94779,0.58331,0.28783,1.30612,Used in Last Week,1,5
1099,1551,25-34,F,6,UK,White,-0.46725,0.00332,-1.11902,0.28783,-0.00665,Used in Last Day,1,6
1100,1557,18-24,F,8,UK,White,0.31287,0.80523,-0.97631,0.28783,0.25953,Used in Last Day,1,6
1101,1562,35-44,F,7,UK,White,0.62967,-1.50796,-0.31776,0.28783,-0.14277,Used over a Decade Ago,1,Used over a Decade Ago
1103,1600,25-34,F,6,UK,White,-1.1943,1.11406,-1.42424,0.28783,-0.00665,Used in Last Month,1,4
1104,1630,45-54,F,6,UK,White,0.13606,-0.15487,-0.84732,0.28783,0.58489,Used in Last Decade,1,2
1105,1639,45-54,F,2,UK,White,0.22393,-0.57545,-0.71727,0.28783,0.41594,Used in Last Week,1,5
1107,1703,25-34,F,6,UK,White,-0.58016,0.47617,-1.97495,0.28783,0.93949,Used in Last Week,1,5
1109,1709,35-44,F,7,UK,White,-0.46725,0.96248,-0.84732,0.28783,1.13407,Used in Last Week,1,5
1110,1725,45-54,F,6,UK,White,-1.32828,0.16767,-0.58331,0.28783,0.58489,Used in Last Week,1,5
1111,1740,25-34,F,6,UK,White,0.22393,0.00332,-0.45174,0.28783,-0.00665,Used in Last Month,1,4
1113,1777,18-24,F,7,USA,White,0.82562,-1.09207,1.43533,0.28783,1.13407,Used in Last Week,1,5
1118,1828,25-34,F,7,USA,White,-1.05308,-1.50796,0.14143,0.28783,0.25953,Used in Last Month,1,4
1120,1837,35-44,F,6,USA,White,1.98437,-1.92173,0.88309,0.28783,-1.78169,Used in Last Decade,1,2
1121,1870,18-24,F,7,USA,White,0.13606,-0.80615,1.43533,0.28783,1.63088,Used in Last Day,1,6
1124,77,45-54,F,3,Canada,White,-0.34799,-0.69509,-1.55521,0.43852,0.58489,Used in Last Month,1,4
1126,131,45-54,F,2,UK,White,0.91093,0.32197,-1.42424,0.43852,2.33337,Used in Last Week,1,5
1127,152,35-44,F,7,UK,White,0.52135,-1.6334,-1.82919,0.43852,-0.89891,Used in Last Week,1,5
1128,225,45-54,F,7,UK,White,-0.46725,1.45421,0.29338,0.43852,0.7583,Used in Last Week,1,5
1129,237,25-34,F,8,UK,White,1.49158,0.32197,-0.17779,0.43852,0.41594,Used in Last Day,1,6
1130,247,25-34,F,6,UK,White,1.37297,-0.69509,-1.27553,0.43852,-0.65253,Used in Last Week,1,5
1132,269,45-54,F,8,UK,White,-1.05308,1.74091,0.58331,0.43852,2.04506,Used in Last Day,1,6
1133,276,35-44,F,8,UK,White,0.41667,-0.43999,0.14143,0.43852,1.63088,Used in Last Month,1,4
1136,301,35-44,F,6,USA,White,0.82562,-0.94779,-0.17779,0.43852,0.58489,Used in Last Week,1,5
1138,334,18-24,F,5,UK,White,2.82196,-1.92173,-0.84732,0.43852,-1.78169,Used in Last Day,1,6
1139,337,25-34,F,8,UK,White,0.41667,-0.57545,0.58331,0.43852,-1.0145,Used in Last Day,1,6
1140,369,45-54,F,7,UK,White,-1.1943,0.47617,0.29338,0.43852,0.25953,Used in Last Week,1,5
1141,379,25-34,F,7,UK,White,-0.46725,-0.57545,-1.68062,0.43852,-0.52745,Used in Last Week,1,5
1142,414,25-34,F,7,UK,White,0.13606,1.11406,-0.97631,0.43852,-0.27607,Used in Last Day,1,6
1143,585,18-24,F,5,USA,White,0.62967,0.00332,-0.58331,0.43852,-0.40581,Used in Last Week,1,5
1144,593,35-44,F,6,USA,White,-2.75696,0.96248,0.14143,0.43852,2.04506,Used in Last Week,1,5
1145,599,45-54,F,6,USA,White,0.04257,0.16767,-0.58331,0.43852,0.25953,Used in Last Week,1,5
1146,638,45-54,F,7,UK,White,-0.67825,0.32197,-0.45174,0.43852,-0.00665,Used in Last Month,1,4
1147,655,35-44,F,2,UK,White,-0.34799,0.96248,-0.71727,0.43852,1.13407,Used in Last Week,1,5
1149,747,25-34,F,2,UK,White,0.73545,0.32197,-1.11902,0.43852,-0.40581,Used in Last Day,1,6
1151,781,18-24,F,6,USA,White,1.02119,-2.11437,-0.17779,0.43852,-0.00665,Used in Last Month,1,4
1152,784,18-24,F,5,USA,White,0.82562,-0.43999,0.88309,0.43852,-0.52745,Used in Last Day,1,6
1154,800,35-44,F,5,UK,White,1.23461,0.63779,1.43533,0.43852,-0.65253,Used in Last Week,1,5
1156,818,18-24,F,5,USA,White,0.13606,-0.94779,-0.01928,0.43852,0.7583,Used in Last Year,1,3
1161,944,18-24,F,5,USA,Mixed-White/Asian,1.60383,-0.80615,0.58331,0.43852,-1.13788,Used in Last Year,1,3
1162,966,25-34,F,8,USA,White,-1.1943,0.00332,0.7233,0.43852,-0.27607,Used in Last Week,1,5
1165,1019,18-24,F,4,UK,White,-0.34799,-1.23177,-0.97631,0.43852,1.13407,Used in Last Week,1,5
1167,1102,18-24,F,8,UK,White,-1.32828,1.2861,0.29338,0.43852,0.58489,Used in Last Week,1,5
1170,1151,45-54,F,4,Australia,White,-0.58016,0.63779,-0.31776,0.43852,0.93949,Used over a Decade Ago,1,Used over a Decade Ago
1172,1189,25-34,F,7,UK,White,1.23461,-0.30033,0.88309,0.43852,-0.00665,Used in Last Week,1,5
1174,1312,18-24,F,5,UK,White,-0.24649,0.32197,0.29338,0.43852,0.7583,Used in Last Day,1,6
1175,1325,18-24,F,5,USA,White,0.41667,-0.57545,1.06238,0.43852,-1.0145,Used in Last Month,1,4
1179,1407,25-34,F,7,UK,White,0.22393,-0.57545,-1.55521,0.43852,-1.38502,Used in Last Day,1,6
1182,1430,18-24,F,5,USA,White,0.73545,-0.30033,-0.71727,0.43852,-0.89891,Used in Last Year,1,3
1184,1454,18-24,F,7,UK,White,0.31287,0.16767,-1.55521,0.43852,1.13407,Used in Last Month,1,4
1185,1459,25-34,F,7,UK,White,-1.32828,-0.57545,-0.17779,0.43852,1.13407,Used in Last Month,1,4
1187,1474,25-34,F,8,USA,White,-0.24649,0.32197,0.88309,0.43852,0.12331,Used in Last Day,1,6
1189,1538,18-24,F,5,USA,White,0.13606,-0.94779,-1.11902,0.43852,-1.13788,Used in Last Week,1,5
1191,1583,35-44,F,8,UK,White,-0.24649,-0.15487,-1.27553,0.43852,1.46191,Used in Last Month,1,4
1192,1597,55-64,F,5,UK,White,-0.05188,0.63779,0.14143,0.43852,0.41594,Used in Last Week,1,5
1193,1607,35-44,F,6,UK,White,-1.55078,1.45421,0.44585,0.43852,0.58489,Used in Last Week,1,5
1194,1613,35-44,F,7,UK,Mixed-White/Black,0.13606,1.2861,-0.97631,0.43852,-0.00665,Used in Last Week,1,5
1197,1644,45-54,F,6,UK,White,0.04257,-0.80615,-0.01928,0.43852,-0.14277,Used in Last Year,1,3
1200,1664,25-34,F,5,UK,White,-1.05308,0.00332,-0.31776,0.43852,-0.78155,Used in Last Month,1,4
1201,1670,35-44,F,7,Australia,White,-1.1943,-0.57545,-0.71727,0.43852,0.93949,Used in Last Month,1,4
1203,1681,18-24,F,7,UK,White,-0.05188,1.2861,-0.71727,0.43852,0.41594,Used in Last Week,1,5
1205,1689,25-34,F,8,USA,White,0.13606,0.96248,1.65653,0.43852,-0.27607,Used in Last Day,1,6
1206,1693,25-34,F,7,UK,White,0.73545,-0.30033,-0.31776,0.43852,-0.40581,Used in Last Week,1,5
1208,1745,55-64,F,5,UK,White,-0.46725,-0.94779,-1.42424,0.43852,-0.00665,Used in Last Year,1,3
1210,1775,18-24,F,4,Republic of Ireland,White,0.82562,-0.43999,0.44585,0.43852,-1.0145,Never Used,1,1
1212,1783,25-34,F,3,UK,White,-0.34799,0.47617,0.7233,0.43852,1.30612,Used in Last Week,1,5
1213,1786,25-34,F,8,UK,White,-0.14882,-0.57545,-0.45174,0.43852,0.25953,Used in Last Week,1,5
1215,1822,45-54,F,5,USA,White,1.37297,-0.15487,0.44585,0.43852,-0.65253,Used in Last Year,1,3
1217,4,18-24,F,8,UK,White,-0.14882,-0.80615,-0.01928,0.59042,0.58489,Used in Last Month,1,4
1221,135,25-34,F,8,UK,Mixed-White/Asian,3.27393,-1.50796,-0.31776,0.59042,-0.65253,Used in Last Day,1,6
1222,151,35-44,F,5,UK,White,-0.24649,1.2861,0.14143,0.59042,1.13407,Used in Last Week,1,5
1223,170,18-24,F,4,UK,White,-0.34799,0.00332,-1.42424,0.59042,-0.14277,Used in Last Week,1,5
1226,189,45-54,F,2,UK,White,0.41667,-1.37639,-2.09015,0.59042,-0.27607,Used in Last Month,1,4
1227,191,55-64,F,6,UK,White,-1.43907,0.00332,-0.84732,0.59042,-0.27607,Used in Last Week,1,5
1229,208,35-44,F,6,UK,White,-0.67825,0.47617,-0.58331,0.59042,-0.14277,Used in Last Week,1,5
1230,231,35-44,F,6,UK,White,1.02119,-2.21069,-1.82919,0.59042,0.41594,Used in Last Week,1,5
1232,265,18-24,F,7,UK,White,-0.46725,0.16767,-0.01928,0.59042,0.58489,Used in Last Week,1,5
1233,303,35-44,F,9,UK,White,0.52135,-0.43999,-0.71727,0.59042,0.93949,Used in Last Day,1,6
1235,314,25-34,F,8,UK,White,0.04257,1.74091,0.29338,0.59042,1.30612,Used in Last Week,1,5
1237,374,18-24,F,5,UK,White,0.91093,0.96248,-1.11902,0.59042,0.25953,Used in Last Week,1,5
1238,402,25-34,F,4,UK,White,-0.14882,-0.15487,-1.97495,0.59042,0.7583,Used in Last Month,1,4
1239,436,25-34,F,7,UK,White,0.04257,0.47617,-1.11902,0.59042,1.81175,Used in Last Month,1,4
1240,451,18-24,F,7,UK,White,0.73545,-0.15487,-0.84732,0.59042,-1.0145,Used in Last Week,1,5
1241,458,35-44,F,8,UK,White,-0.46725,-0.57545,0.14143,0.59042,0.7583,Used in Last Week,1,5
1242,459,18-24,F,7,UK,White,0.62967,0.00332,0.14143,0.59042,0.12331,Used in Last Day,1,6
1246,540,35-44,F,7,UK,White,1.13281,-0.30033,-0.01928,0.59042,0.58489,Used in Last Day,1,6
1248,547,35-44,F,6,UK,White,1.60383,0.16767,-0.45174,0.59042,-0.78155,Used in Last Week,1,5
1249,567,45-54,F,8,UK,White,0.31287,-0.80615,0.14143,0.59042,-0.78155,Used in Last Week,1,5
1250,576,35-44,F,7,UK,White,2.127,-1.50796,-1.82919,0.59042,-1.78169,Used in Last Day,1,6
1251,578,25-34,F,8,UK,Other,0.82562,0.32197,0.14143,0.59042,0.93949,Used in Last Month,1,4
1254,674,18-24,F,5,UK,White,1.23461,1.11406,0.44585,0.59042,0.93949,Used in Last Week,1,5
1259,798,18-24,F,7,UK,White,-0.58016,0.80523,0.44585,0.59042,1.30612,Used in Last Week,1,5
1262,830,25-34,F,9,Australia,White,1.72012,0.47617,1.06238,0.59042,0.12331,Used in Last Week,1,5
1266,874,25-34,F,8,USA,White,-0.67825,-0.43999,-0.01928,0.59042,-0.27607,Used in Last Week,1,5
1268,935,18-24,F,7,UK,White,-0.24649,0.00332,1.06238,0.59042,2.04506,Used in Last Week,1,5
1269,952,18-24,F,5,USA,White,-1.1943,0.32197,1.88511,0.59042,-0.14277,Used in Last Year,1,3
1271,1026,18-24,F,4,USA,Other,0.31287,-1.09207,0.44585,0.59042,-0.65253,Used in Last Month,1,4
1272,1030,18-24,F,8,USA,White,-0.34799,0.80523,0.58331,0.59042,1.30612,Used in Last Week,1,5
1274,1057,25-34,F,5,USA,White,0.22393,-0.15487,0.7233,0.59042,1.46191,Used in Last Month,1,4
1275,1091,25-34,F,8,USA,White,-0.46725,-0.15487,0.29338,0.59042,0.93949,Used in Last Day,1,6
1277,1174,18-24,F,5,USA,White,0.41667,0.16767,1.43533,0.59042,0.58489,Used in Last Month,1,4
1280,1237,45-54,F,8,UK,White,-1.69163,0.80523,1.24033,0.59042,-0.00665,Used in Last Week,1,5
1281,1241,45-54,F,5,UK,White,0.41667,0.00332,0.29338,0.59042,-0.00665,Used in Last Decade,1,2
1282,1265,25-34,F,6,UK,White,-0.34799,-0.80615,-1.11902,0.59042,-0.00665,Used in Last Day,1,6
1283,1268,35-44,F,6,UK,White,0.13606,-1.09207,-0.45174,0.59042,0.25953,Used in Last Day,1,6
1284,1364,25-34,F,8,UK,White,0.31287,-0.57545,0.14143,0.59042,2.04506,Used in Last Week,1,5
1285,1415,25-34,F,9,UK,White,-0.34799,2.32338,1.43533,0.59042,0.58489,Used in Last Week,1,5
1287,1435,25-34,F,8,UK,White,0.41667,-1.37639,-1.11902,0.59042,0.25953,Used in Last Decade,1,2
1288,1450,18-24,F,8,UK,Asian,-0.58016,0.16767,-0.84732,0.59042,0.7583,Never Used,1,1
1289,1507,45-54,F,9,UK,White,0.04257,1.58487,1.06238,0.59042,2.04506,Used in Last Day,1,6
1290,1510,25-34,F,6,USA,White,0.73545,-1.23177,0.7233,0.59042,-0.00665,Used in Last Week,1,5
1292,1573,18-24,F,5,UK,White,-0.58016,-0.30033,-0.84732,0.59042,0.58489,Used in Last Year,1,3
1293,1574,25-34,F,8,UK,White,0.31287,0.00332,-0.31776,0.59042,0.41594,Used in Last Day,1,6
1294,1598,35-44,F,7,UK,White,-0.67825,0.32197,-0.97631,0.59042,0.12331,Used in Last Week,1,5
1298,1627,25-34,F,6,UK,White,-1.43907,0.63779,-1.42424,0.59042,0.58489,Used in Last Week,1,5
1299,1641,35-44,F,6,UK,White,0.31287,0.63779,-0.58331,0.59042,0.12331,Used in Last Day,1,6
1300,1687,35-44,F,6,UK,White,-1.05308,0.63779,-0.45174,0.59042,0.58489,Used in Last Day,1,6
1301,1714,35-44,F,9,UK,Other,-2.3436,1.74091,-0.01928,0.59042,2.63199,Used in Last Month,1,4
1302,1722,25-34,F,4,UK,White,-0.46725,0.16767,-2.63199,0.59042,1.13407,Used in Last Week,1,5
1305,1770,35-44,F,6,UK,White,-0.79151,0.47617,-1.11902,0.59042,-0.00665,Used in Last Week,1,5
1306,1839,35-44,F,6,USA,White,-0.05188,-0.80615,-0.01928,0.59042,0.25953,Used in Last Day,1,6
1307,1849,18-24,F,5,Canada,White,0.62967,-0.94779,0.44585,0.59042,1.13407,Used in Last Year,1,3
1309,9,35-44,F,6,Canada,White,0.62967,2.57309,-0.97631,0.76096,1.13407,Used in Last Month,1,4
1311,94,65+,F,2,UK,White,-0.14882,-0.80615,-0.97631,0.76096,0.41594,Used in Last Year,1,3
1312,138,45-54,F,7,UK,White,-1.1943,1.58487,0.29338,0.76096,0.41594,Used in Last Month,1,4
1315,175,35-44,F,6,UK,White,1.02119,-0.57545,-2.21069,0.76096,-1.5184,Used in Last Day,1,6
1316,179,45-54,F,7,UK,White,0.82562,-0.94779,-0.45174,0.76096,-0.14277,Used in Last Week,1,5
1317,186,35-44,F,7,Canada,White,0.31287,0.63779,-0.01928,0.76096,-0.14277,Used in Last Week,1,5
1318,199,25-34,F,6,UK,White,-0.05188,0.47617,0.58331,0.76096,-0.00665,Used in Last Day,1,6
1319,243,18-24,F,5,UK,White,1.49158,-1.50796,-3.27393,0.76096,-0.89891,Used in Last Week,1,5
1320,257,18-24,F,5,UK,White,-0.46725,0.63779,-0.31776,0.76096,0.93949,Used in Last Month,1,4
1321,271,45-54,F,8,UK,White,-2.3436,2.127,1.65653,0.76096,0.7583,Used in Last Day,1,6
1323,279,45-54,F,7,UK,White,-0.24649,-0.43999,-0.31776,0.76096,-0.00665,Used in Last Week,1,5
1324,331,45-54,F,6,UK,White,-1.05308,0.47617,-0.71727,0.76096,0.7583,Used over a Decade Ago,1,Used over a Decade Ago
1327,365,45-54,F,6,UK,White,1.23461,-0.15487,-1.27553,0.76096,0.41594,Used in Last Week,1,5
1328,371,25-34,F,7,UK,White,1.23461,0.32197,0.29338,0.76096,-0.65253,Used in Last Year,1,3
1329,386,45-54,F,7,UK,Black,-0.24649,0.16767,-0.97631,0.76096,0.58489,Used over a Decade Ago,1,Used over a Decade Ago
1330,441,35-44,F,7,UK,White,-0.46725,0.47617,-0.58331,0.76096,1.81175,Used in Last Day,1,6
1331,465,18-24,F,7,UK,White,0.31287,-0.80615,1.06238,0.76096,0.93949,Used in Last Week,1,5
1333,477,45-54,F,7,USA,White,-1.1943,0.96248,-0.45174,0.76096,0.93949,Used in Last Year,1,3
1334,486,35-44,F,2,UK,White,-0.58016,0.96248,-0.58331,0.76096,-0.27607,Used in Last Month,1,4
1337,539,45-54,F,5,UK,Asian,0.73545,-0.30033,-1.27553,0.76096,-0.89891,Never Used,1,1
1338,552,18-24,F,7,UK,White,-0.14882,-0.43999,-1.42424,0.76096,1.30612,Used in Last Day,1,6
1339,554,18-24,F,8,UK,White,1.72012,-1.50796,-0.17779,0.76096,0.25953,Used in Last Decade,1,2
1341,617,35-44,F,8,UK,White,0.13606,-0.15487,-0.45174,0.76096,-0.27607,Used in Last Day,1,6
1342,639,35-44,F,6,Canada,White,-0.34799,0.16767,-0.97631,0.76096,0.41594,Used in Last Month,1,4
1346,722,35-44,F,6,UK,White,1.60383,-0.69509,0.29338,0.76096,0.12331,Used in Last Month,1,4
1347,725,35-44,F,5,UK,White,1.13281,-0.57545,0.7233,0.76096,-0.40581,Used in Last Month,1,4
1348,743,45-54,F,8,UK,White,0.82562,-0.30033,0.29338,0.76096,1.63088,Used in Last Day,1,6
1350,758,18-24,F,5,Republic of Ireland,White,2.28554,-0.43999,-0.17779,0.76096,-2.18109,Used in Last Day,1,6
1352,804,45-54,F,7,USA,White,0.13606,-0.94779,-0.97631,0.76096,-0.27607,Used in Last Day,1,6
1355,869,18-24,F,5,USA,White,-0.05188,1.2861,1.43533,0.76096,2.04506,Used in Last Day,1,6
1358,945,25-34,F,8,USA,White,1.02119,-0.30033,0.44585,0.76096,-1.25773,Used in Last Year,1,3
1363,1045,25-34,F,8,UK,White,0.91093,-0.43999,-1.42424,0.76096,-0.65253,Used in Last Day,1,6
1364,1156,18-24,F,8,UK,White,0.41667,0.16767,0.29338,0.76096,-0.52745,Used in Last Day,1,6
1368,1272,55-64,F,7,UK,White,-0.14882,-0.15487,0.14143,0.76096,-0.52745,Used in Last Day,1,6
1371,1322,18-24,F,5,USA,Other,-0.46725,0.80523,2.15324,0.76096,-0.27607,Used in Last Month,1,4
1372,1337,18-24,F,7,UK,White,0.04257,1.58487,-0.71727,0.76096,1.30612,Used in Last Day,1,6
1373,1354,18-24,F,4,USA,White,-0.58016,0.63779,1.24033,0.76096,0.12331,Used in Last Year,1,3
1375,1372,25-34,F,8,UK,White,-0.58016,-0.43999,-1.55521,0.76096,-0.52745,Used in Last Day,1,6
1377,1384,18-24,F,7,USA,White,-0.67825,0.32197,0.44585,0.76096,0.12331,Used in Last Week,1,5
1378,1395,25-34,F,8,UK,White,0.73545,0.00332,0.14143,0.76096,1.46191,Used in Last Year,1,3
1379,1396,25-34,F,7,UK,White,0.41667,-0.15487,-0.01928,0.76096,0.58489,Used in Last Week,1,5
1380,1426,25-34,F,7,USA,White,-0.24649,0.63779,1.24033,0.76096,0.58489,Used in Last Day,1,6
1381,1441,35-44,F,8,UK,White,-0.14882,0.00332,-0.84732,0.76096,0.41594,Used in Last Day,1,6
1382,1455,25-34,F,9,UK,White,-0.46725,0.00332,-0.17779,0.76096,0.7583,Used in Last Week,1,5
1384,1470,18-24,F,7,UK,White,0.31287,0.00332,-0.01928,0.76096,-0.27607,Used in Last Week,1,5
1385,1532,25-34,F,7,USA,Other,-0.14882,0.96248,1.24033,0.76096,-0.27607,Used in Last Week,1,5
1386,1559,55-64,F,7,UK,White,-1.86962,1.58487,0.44585,0.76096,1.63088,Used in Last Month,1,4
1389,1611,45-54,F,7,UK,White,0.22393,0.63779,-0.97631,0.76096,-0.52745,Used in Last Week,1,5
1391,1626,35-44,F,6,UK,White,-0.79151,0.32197,-1.27553,0.76096,0.7583,Used in Last Day,1,6
1392,1629,25-34,F,8,UK,White,0.62967,0.00332,-0.01928,0.76096,-0.00665,Used in Last Year,1,3
1393,1645,25-34,F,8,UK,White,-0.67825,-0.15487,-0.71727,0.76096,0.25953,Used in Last Year,1,3
1394,1649,25-34,F,8,UK,White,-0.67825,0.47617,-0.17779,0.76096,1.46191,Used in Last Month,1,4
1395,1656,35-44,F,7,UK,White,-0.79151,1.11406,-1.82919,0.76096,0.93949,Used in Last Week,1,5
1396,1665,25-34,F,9,UK,White,0.04257,0.47617,0.44585,0.76096,-0.14277,Used in Last Week,1,5
1397,1673,25-34,F,7,UK,White,-0.58016,0.16767,-0.58331,0.76096,-1.13788,Used in Last Year,1,3
1398,1678,18-24,F,5,USA,White,1.37297,0.00332,-0.01928,0.76096,-0.27607,Used in Last Week,1,5
1400,1702,35-44,F,7,USA,White,1.98437,-0.80615,2.15324,0.76096,-0.00665,Used in Last Day,1,6
1401,1718,35-44,F,8,UK,Other,0.41667,-0.80615,1.06238,0.76096,0.58489,Used in Last Week,1,5
1403,1838,35-44,F,5,USA,White,0.31287,-1.50796,0.44585,0.76096,-0.27607,Used in Last Year,1,3
1405,1851,25-34,F,7,USA,White,2.127,-1.37639,1.88511,0.76096,-1.0145,Used in Last Year,1,3
1407,1884,18-24,F,5,USA,White,-1.1943,1.74091,1.88511,0.76096,-1.13788,Used in Last Week,1,5
1409,14,55-64,F,6,Canada,White,-0.79151,0.80523,-0.01928,0.94156,3.46436,Used over a Decade Ago,1,Used over a Decade Ago
1412,46,25-34,F,7,UK,White,-0.46725,0.47617,1.24033,0.94156,1.63088,Used in Last Week,1,5
1414,100,25-34,F,7,UK,White,-0.67825,3.00537,0.7233,0.94156,1.63088,Used in Last Day,1,6
1415,130,45-54,F,8,UK,White,-0.79151,0.96248,-1.11902,0.94156,0.41594,Used in Last Day,1,6
1417,141,25-34,F,7,UK,Asian,1.98437,0.32197,1.43533,0.94156,-0.27607,Used in Last Week,1,5
1418,164,25-34,F,5,UK,White,1.8399,0.00332,-0.31776,0.94156,0.12331,Used in Last Month,1,4
1419,203,35-44,F,7,UK,White,-0.67825,1.2861,-0.45174,0.94156,1.13407,Used in Last Day,1,6
1420,214,45-54,F,6,Republic of Ireland,White,0.52135,-0.15487,-1.27553,0.94156,0.12331,Used in Last Week,1,5
1421,230,45-54,F,7,UK,White,-1.05308,1.45421,0.14143,0.94156,1.63088,Used in Last Day,1,6
1423,244,25-34,F,7,UK,White,-0.58016,1.11406,0.7233,0.94156,0.93949,Used in Last Week,1,5
1424,250,45-54,F,6,UK,White,1.13281,0.32197,-0.17779,0.94156,1.13407,Used in Last Week,1,5
1426,283,45-54,F,8,UK,White,-0.05188,0.00332,0.14143,0.94156,0.93949,Used in Last Week,1,5
1427,323,18-24,F,7,UK,White,-0.79151,0.47617,0.44585,0.94156,0.12331,Used in Last Week,1,5
1428,326,35-44,F,6,UK,White,-0.79151,1.2861,-0.17779,0.94156,2.33337,Used in Last Week,1,5
1430,333,55-64,F,4,Canada,White,-0.46725,-0.43999,-1.55521,0.94156,0.7583,Never Used,1,1
1431,341,45-54,F,6,UK,White,-0.14882,-0.30033,-0.58331,0.94156,0.7583,Used in Last Week,1,5
1432,343,55-64,F,6,UK,White,-1.69163,0.96248,-0.31776,0.94156,1.81175,Used in Last Week,1,5
1433,347,35-44,F,7,UK,White,0.04257,0.47617,-0.17779,0.94156,0.25953,Used in Last Decade,1,2
1434,363,35-44,F,6,UK,White,0.62967,0.63779,1.06238,0.94156,1.30612,Used in Last Week,1,5
1437,426,45-54,F,9,USA,White,0.52135,0.00332,1.65653,0.94156,-0.00665,Used in Last Year,1,3
1438,432,25-34,F,4,UK,White,0.04257,0.32197,-0.97631,0.94156,-1.0145,Used in Last Week,1,5
1439,480,25-34,F,7,UK,White,0.41667,0.80523,-0.31776,0.94156,0.58489,Used in Last Day,1,6
1440,538,18-24,F,7,UK,White,1.37297,0.80523,-0.97631,0.94156,-0.65253,Used in Last Day,1,6
1441,560,18-24,F,7,UK,White,-0.46725,-0.15487,-0.58331,0.94156,-0.14277,Used in Last Week,1,5
1442,568,18-24,F,7,UK,White,0.91093,1.11406,-0.97631,0.94156,0.58489,Used in Last Week,1,5
1443,589,25-34,F,2,UK,White,-0.46725,1.58487,0.44585,0.94156,0.12331,Used in Last Week,1,5
1445,606,35-44,F,5,USA,White,0.41667,0.32197,0.29338,0.94156,0.41594,Used in Last Week,1,5
1446,688,45-54,F,1,Australia,White,-0.92104,0.63779,-0.97631,0.94156,0.25953,Used in Last Month,1,4
1447,724,25-34,F,7,UK,White,-0.92104,1.45421,0.29338,0.94156,0.58489,Used in Last Week,1,5
1448,764,18-24,F,7,UK,White,1.13281,0.80523,0.58331,0.94156,-1.5184,Used in Last Week,1,5
1449,772,18-24,F,8,UK,Asian,0.52135,-1.37639,-1.82919,0.94156,0.25953,Never Used,1,1
1454,870,18-24,F,5,USA,White,-1.32828,0.32197,0.7233,0.94156,1.63088,Used in Last Week,1,5
1455,916,18-24,F,5,USA,White,-1.1943,2.32338,1.24033,0.94156,0.93949,Used in Last Week,1,5
1456,933,25-34,F,7,Australia,White,0.73545,-0.69509,1.24033,0.94156,0.41594,Used in Last Month,1,4
1462,1164,25-34,F,9,UK,White,-0.14882,-0.94779,0.29338,0.94156,2.04506,Used in Last Week,1,5
1464,1271,25-34,F,6,UK,White,-1.32828,-0.15487,-1.11902,0.94156,0.12331,Used in Last Year,1,3
1465,1279,35-44,F,6,USA,White,-1.1943,-0.30033,0.7233,0.94156,1.13407,Used in Last Month,1,4
1466,1302,18-24,F,5,USA,White,0.22393,1.2861,0.14143,0.94156,1.13407,Used in Last Year,1,3
1467,1305,18-24,F,5,USA,White,-0.46725,0.80523,1.65653,0.94156,-1.38502,Used in Last Week,1,5
1469,1319,18-24,F,5,USA,Asian,0.41667,-1.23177,-0.45174,0.94156,-0.14277,Used in Last Week,1,5
1471,1403,25-34,F,7,UK,White,0.91093,0.00332,0.88309,0.94156,-0.52745,Used in Last Day,1,6
1472,1444,35-44,F,9,UK,White,-0.46725,0.96248,0.7233,0.94156,0.58489,Used in Last Day,1,6
1473,1446,45-54,F,8,UK,White,-1.43907,0.16767,0.29338,0.94156,1.13407,Used in Last Week,1,5
1475,1481,25-34,F,5,USA,Other,1.37297,0.32197,0.7233,0.94156,0.12331,Used in Last Year,1,3
1476,1486,25-34,F,9,UK,White,-1.05308,1.45421,-0.84732,0.94156,0.58489,Used in Last Week,1,5
1478,1554,45-54,F,6,UK,White,-0.58016,-0.57545,-1.27553,0.94156,0.93949,Used in Last Day,1,6
1479,1576,35-44,F,7,UK,White,-0.05188,0.96248,-1.11902,0.94156,1.63088,Used in Last Year,1,3
1480,1604,25-34,F,7,UK,White,-0.05188,2.8595,1.88511,0.94156,-0.89891,Used in Last Month,1,4
1481,1610,25-34,F,7,UK,White,-0.14882,-1.09207,-1.68062,0.94156,0.7583,Used in Last Month,1,4
1482,1642,45-54,F,6,UK,White,1.02119,0.00332,-0.17779,0.94156,0.93949,Used in Last Week,1,5
1485,1708,18-24,F,6,UK,White,-0.46725,0.80523,-0.58331,0.94156,-0.14277,Used in Last Week,1,5
