,no,age,gender,education,country,ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Alcohol,value,freq
805,37,35-44,M,7,UK,White,-0.24649,-0.57545,-0.17779,-0.01729,-1.5184,Used in Last Day,1,6
806,39,45-54,M,7,UK,White,-1.55078,1.2861,0.29338,-0.01729,0.7583,Used in Last Day,1,6
807,43,35-44,M,8,UK,White,-0.14882,-0.94779,-1.27553,-0.01729,-0.65253,Used in Last Day,1,6
815,262,55-64,M,7,UK,White,-0.67825,-0.43999,0.7233,-0.01729,-0.14277,Used in Last Decade,1,2
817,281,55-64,M,8,UK,White,-0.05188,0.16767,0.7233,-0.01729,-0.89891,Used in Last Day,1,6
818,297,35-44,M,6,UK,White,1.37297,-0.43999,0.14143,-0.01729,-0.00665,Used in Last Week,1,5
821,318,35-44,M,7,UK,Black,-0.79151,1.93886,-0.97631,-0.01729,1.13407,Used in Last Week,1,5
823,349,45-54,M,8,UK,White,-0.92104,0.80523,-0.01928,-0.01729,0.41594,Used in Last Decade,1,2
829,468,45-54,M,7,UK,White,0.22393,0.00332,1.24033,-0.01729,1.46191,Used in Last Day,1,6
830,495,18-24,M,6,UK,White,0.52135,-0.57545,0.88309,-0.01729,0.25953,Used in Last Week,1,5
832,506,35-44,M,2,UK,White,-0.05188,0.00332,-0.31776,-0.01729,0.41594,Used over a Decade Ago,1,Used over a Decade Ago
833,528,55-64,M,4,UK,White,-1.86962,0.47617,-1.11902,-0.01729,0.41594,Used in Last Day,1,6
838,600,18-24,M,5,UK,White,0.52135,-0.15487,0.29338,-0.01729,-0.89891,Used in Last Month,1,4
841,679,18-24,M,5,UK,White,2.28554,-2.11437,-0.31776,-0.01729,-2.04506,Never Used,1,1
842,681,45-54,M,9,UK,White,0.22393,-0.80615,-0.17779,-0.01729,-2.04506,Used in Last Day,1,6
844,699,35-44,M,7,USA,White,-0.05188,-0.94779,0.88309,-0.01729,-0.65253,Used in Last Day,1,6
847,771,18-24,M,5,USA,White,0.62967,-1.6334,-1.27553,-0.01729,-0.89891,Used in Last Year,1,3
848,783,18-24,M,5,USA,Other,1.13281,-1.23177,0.29338,-0.01729,-1.13788,Used in Last Year,1,3
850,786,18-24,M,8,USA,White,1.37297,-0.80615,0.88309,-0.01729,0.25953,Used in Last Month,1,4
853,893,25-34,M,5,Republic of Ireland,White,-1.55078,2.127,0.88309,-0.01729,0.93949,Used in Last Week,1,5
855,938,18-24,M,6,UK,White,0.41667,1.2861,1.06238,-0.01729,-0.40581,Used in Last Year,1,3
856,989,18-24,M,5,USA,White,1.02119,-1.50796,0.44585,-0.01729,-0.89891,Used in Last Month,1,4
857,1006,18-24,M,4,USA,Mixed-White/Black,0.82562,-1.50796,-1.82919,-0.01729,-1.64101,Used in Last Week,1,5
858,1011,45-54,M,7,USA,White,-0.67825,0.00332,-0.01928,-0.01729,0.41594,Used in Last Day,1,6
860,1036,18-24,M,6,UK,White,0.52135,0.47617,1.88511,-0.01729,-0.52745,Used in Last Day,1,6
861,1048,18-24,M,5,USA,White,1.23461,-1.23177,0.44585,-0.01729,0.25953,Used in Last Week,1,5
862,1069,18-24,M,4,UK,White,-1.69163,0.96248,-0.01928,-0.01729,-0.89891,Used in Last Day,1,6
863,1097,35-44,M,8,UK,Asian,-0.46725,0.96248,0.14143,-0.01729,0.93949,Used in Last Week,1,5
864,1098,25-34,M,8,UK,White,1.13281,-1.09207,-0.84732,-0.01729,0.12331,Used in Last Week,1,5
865,1124,18-24,M,2,Canada,White,-0.05188,-1.92173,1.65653,-0.01729,-0.40581,Used in Last Year,1,3
866,1125,25-34,M,6,UK,White,0.73545,-0.94779,-1.11902,-0.01729,-1.25773,Used in Last Day,1,6
868,1147,25-34,M,8,USA,White,0.22393,-0.69509,0.29338,-0.01729,-1.0145,Used in Last Week,1,5
870,1200,25-34,M,2,USA,White,-0.34799,-2.44904,-0.71727,-0.01729,0.25953,Used in Last Week,1,5
871,1217,25-34,M,6,USA,White,1.23461,-0.57545,0.88309,-0.01729,-0.89891,Used in Last Day,1,6
874,1306,18-24,M,5,Australia,White,2.61139,-2.32338,1.06238,-0.01729,-2.42317,Used in Last Day,1,6
879,1391,18-24,M,7,USA,White,0.82562,0.32197,-0.58331,-0.01729,-0.14277,Used in Last Week,1,5
882,1479,18-24,M,5,USA,White,-0.92104,1.45421,1.65653,-0.01729,-0.52745,Used in Last Day,1,6
886,1500,45-54,M,7,USA,White,-1.05308,0.96248,0.44585,-0.01729,0.58489,Used in Last Week,1,5
887,1530,18-24,M,5,USA,White,-1.55078,0.96248,1.65653,-0.01729,-0.14277,Used in Last Week,1,5
889,1556,25-34,M,8,UK,White,-1.55078,1.11406,-0.01928,-0.01729,1.46191,Used in Last Week,1,5
892,1633,35-44,M,6,Canada,White,1.60383,0.16767,-0.45174,-0.01729,1.81175,Used in Last Day,1,6
894,1646,45-54,M,2,UK,White,0.04257,1.11406,-0.31776,-0.01729,-0.14277,Used in Last Week,1,5
898,1734,45-54,M,6,UK,White,-0.92104,-0.30033,-1.55521,-0.01729,0.12331,Used in Last Week,1,5
899,1773,18-24,M,4,USA,Mixed-White/Black,-0.34799,1.2861,1.06238,-0.01729,-0.52745,Used in Last Month,1,4
900,1787,18-24,M,5,USA,White,-0.67825,3.27393,1.88511,-0.01729,-0.78155,Used in Last Day,1,6
901,1812,18-24,M,5,USA,White,-1.55078,-0.80615,1.06238,-0.01729,2.33337,Used in Last Day,1,6
902,38,55-64,M,1,USA,White,0.31287,0.32197,1.06238,0.13136,-0.65253,Used in Last Day,1,6
903,62,45-54,M,8,UK,Asian,-2.21844,1.58487,1.24033,0.13136,1.30612,Used in Last Week,1,5
905,87,35-44,M,5,UK,White,0.73545,-0.15487,-1.11902,0.13136,-0.14277,Used in Last Week,1,5
909,126,55-64,M,7,UK,White,-0.46725,1.2861,0.44585,0.13136,1.13407,Used in Last Day,1,6
910,129,35-44,M,9,UK,Asian,0.04257,0.63779,0.14143,0.13136,0.25953,Never Used,1,1
911,148,35-44,M,8,UK,Black,-0.58016,0.47617,-0.71727,0.13136,0.93949,Used in Last Month,1,4
913,171,45-54,M,2,UK,White,1.37297,-0.30033,-0.31776,0.13136,-0.14277,Used in Last Decade,1,2
922,335,65+,M,5,Canada,White,-1.32828,-0.43999,-0.97631,0.13136,0.12331,Used in Last Month,1,4
923,351,45-54,M,7,UK,White,0.52135,-0.69509,-0.58331,0.13136,-0.14277,Used in Last Week,1,5
924,360,35-44,M,5,UK,White,0.41667,-0.80615,0.88309,0.13136,-0.40581,Used in Last Decade,1,2
927,370,25-34,M,6,UK,White,-0.05188,-0.94779,-1.68062,0.13136,0.7583,Used in Last Day,1,6
929,387,25-34,M,6,UK,White,-0.58016,-0.43999,-2.39883,0.13136,-0.40581,Used in Last Week,1,5
930,391,25-34,M,9,UK,White,-0.58016,0.32197,-0.17779,0.13136,0.58489,Used in Last Week,1,5
932,410,25-34,M,7,UK,White,-0.67825,0.16767,0.58331,0.13136,-0.27607,Used in Last Year,1,3
933,415,35-44,M,5,UK,White,0.04257,-0.15487,0.7233,0.13136,-0.40581,Used in Last Week,1,5
936,454,25-34,M,7,UK,White,1.23461,-1.7625,-0.31776,0.13136,0.41594,Used in Last Week,1,5
937,463,35-44,M,5,UK,White,0.82562,0.47617,1.43533,0.13136,-2.30408,Used in Last Year,1,3
938,484,35-44,M,5,UK,White,-0.67825,-0.15487,0.29338,0.13136,1.63088,Never Used,1,1
939,514,18-24,M,5,UK,White,0.41667,0.47617,0.58331,0.13136,-1.0145,Used in Last Day,1,6
942,550,18-24,M,7,UK,White,1.23461,-0.43999,0.14143,0.13136,-1.78169,Used in Last Month,1,4
945,602,18-24,M,5,USA,White,1.02119,1.11406,0.7233,0.13136,-1.0145,Used in Last Month,1,4
946,610,25-34,M,7,UK,White,-1.69163,1.2861,1.24033,0.13136,1.13407,Used in Last Day,1,6
947,612,25-34,M,5,UK,White,-0.92104,0.96248,0.88309,0.13136,-0.65253,Used in Last Day,1,6
950,642,45-54,M,7,UK,White,-0.14882,-0.69509,0.44585,0.13136,-0.14277,Used in Last Week,1,5
951,654,18-24,M,5,USA,White,-0.67825,0.63779,-0.01928,0.13136,-0.00665,Used in Last Day,1,6
954,718,35-44,M,7,USA,White,-0.79151,-0.80615,-0.31776,0.13136,0.25953,Used in Last Week,1,5
956,738,25-34,M,7,UK,White,-1.05308,1.74091,-0.01928,0.13136,2.33337,Used in Last Week,1,5
958,790,18-24,M,5,UK,White,-2.05048,0.16767,0.7233,0.13136,0.7583,Used in Last Year,1,3
959,821,18-24,M,5,Australia,Asian,-0.67825,1.74091,0.7233,0.13136,0.41594,Used in Last Year,1,3
961,841,18-24,M,4,UK,White,0.73545,0.00332,2.15324,0.13136,-1.5184,Used in Last Day,1,6
962,855,18-24,M,5,USA,White,0.04257,0.00332,1.43533,0.13136,-0.27607,Used in Last Week,1,5
964,899,25-34,M,8,USA,White,-0.79151,1.11406,-0.17779,0.13136,0.41594,Used in Last Week,1,5
965,927,18-24,M,2,USA,White,1.02119,-1.50796,0.29338,0.13136,-0.89891,Used in Last Year,1,3
966,932,35-44,M,2,UK,White,-0.67825,-0.69509,-0.58331,0.13136,-0.65253,Used in Last Year,1,3
968,950,35-44,M,6,USA,White,1.60383,-1.7625,-0.01928,0.13136,-1.5184,Used in Last Week,1,5
969,957,45-54,M,7,USA,White,-1.1943,-0.57545,-0.58331,0.13136,0.41594,Used in Last Week,1,5
970,964,35-44,M,5,UK,White,0.62967,-1.92173,-0.01928,0.13136,-0.00665,Used in Last Week,1,5
971,974,18-24,M,5,USA,White,1.49158,-1.23177,-1.11902,0.13136,-0.52745,Used in Last Day,1,6
972,991,18-24,M,5,USA,White,1.72012,-0.57545,1.65653,0.13136,-0.40581,Used in Last Day,1,6
973,1000,18-24,M,5,USA,White,-0.67825,0.47617,-0.17779,0.13136,1.46191,Used in Last Month,1,4
975,1014,18-24,M,5,USA,White,0.62967,0.32197,0.14143,0.13136,-0.14277,Used in Last Week,1,5
977,1073,18-24,M,5,Republic of Ireland,White,-0.46725,-0.43999,1.06238,0.13136,-1.38502,Used in Last Week,1,5
980,1100,25-34,M,5,USA,White,-0.92104,0.00332,0.7233,0.13136,-0.65253,Used in Last Year,1,3
981,1112,45-54,M,5,USA,White,2.46262,-1.50796,-1.82919,0.13136,-1.64101,Used in Last Week,1,5
982,1163,18-24,M,5,USA,White,0.04257,-0.15487,1.65653,0.13136,0.25953,Used in Last Week,1,5
983,1165,25-34,M,3,Australia,White,-0.34799,0.32197,-0.01928,0.13136,0.41594,Used in Last Month,1,4
985,1218,18-24,M,6,Canada,White,-0.14882,1.45421,1.43533,0.13136,-1.38502,Used in Last Week,1,5
986,1227,18-24,M,7,USA,White,0.62967,1.45421,0.58331,0.13136,0.93949,Used in Last Day,1,6
987,1230,18-24,M,5,USA,Mixed-White/Black,-1.05308,1.93886,1.24033,0.13136,0.58489,Used in Last Year,1,3
993,1300,25-34,M,5,USA,White,0.91093,-0.15487,1.65653,0.13136,0.25953,Used in Last Year,1,3
994,1326,18-24,M,6,Australia,White,0.62967,-1.92173,0.29338,0.13136,-0.52745,Used in Last Month,1,4
995,1332,35-44,M,7,USA,White,1.23461,-1.09207,0.88309,0.13136,-0.65253,Used in Last Decade,1,2
1000,1485,35-44,M,6,USA,White,0.52135,-1.09207,-0.45174,0.13136,-1.13788,Used in Last Year,1,3
1001,1494,45-54,M,5,USA,White,-0.14882,-0.30033,0.58331,0.13136,-0.27607,Used in Last Month,1,4
1003,1512,18-24,M,7,USA,White,0.73545,-0.80615,1.65653,0.13136,-1.25773,Used in Last Week,1,5
1004,1524,18-24,M,5,USA,White,0.82562,2.127,1.88511,0.13136,-0.65253,Used in Last Month,1,4
1007,1625,35-44,M,5,UK,White,-0.79151,0.47617,-0.01928,0.13136,0.12331,Used in Last Week,1,5
1016,24,45-54,M,2,UK,White,1.60383,-3.27393,-1.27553,0.28783,-1.0145,Used in Last Day,1,6
1020,54,45-54,M,8,UK,White,-1.43907,-0.15487,1.06238,0.28783,0.25953,Used in Last Week,1,5
1023,74,45-54,M,6,UK,White,-0.67825,-0.57545,-0.31776,0.28783,1.13407,Used in Last Day,1,6
1025,92,35-44,M,6,Canada,White,0.41667,-0.43999,0.7233,0.28783,0.7583,Used in Last Decade,1,2
1026,93,25-34,M,4,UK,White,-1.55078,-0.30033,-0.45174,0.28783,-0.00665,Used in Last Month,1,4
1031,139,55-64,M,7,UK,White,-0.46725,-0.80615,0.14143,0.28783,0.93949,Used in Last Day,1,6
1032,143,35-44,M,3,UK,White,-0.46725,-0.30033,-1.27553,0.28783,-0.14277,Used in Last Day,1,6
1038,267,55-64,M,7,UK,White,-1.1943,-0.15487,-0.17779,0.28783,0.7583,Used in Last Day,1,6
1040,273,55-64,M,9,UK,White,-1.05308,0.00332,-0.01928,0.28783,-0.00665,Used in Last Day,1,6
1044,324,45-54,M,3,UK,White,0.91093,-1.09207,-1.68062,0.28783,-0.78155,Used in Last Day,1,6
1046,356,35-44,M,6,UK,White,0.22393,-0.15487,-0.01928,0.28783,-0.27607,Used in Last Decade,1,2
1050,433,25-34,M,7,UK,White,-0.24649,-0.30033,-1.68062,0.28783,0.12331,Used in Last Week,1,5
1052,533,45-54,M,7,UK,White,1.02119,-1.50796,-0.71727,0.28783,-0.89891,Used in Last Week,1,5
1058,665,18-24,M,7,UK,White,-0.34799,-0.43999,0.58331,0.28783,-0.52745,Used in Last Week,1,5
1060,669,45-54,M,7,UK,White,-1.69163,2.127,0.14143,0.28783,-0.40581,Used in Last Week,1,5
1061,683,25-34,M,8,UK,White,1.37297,-1.7625,0.44585,0.28783,0.58489,Used in Last Day,1,6
1062,700,55-64,M,5,UK,White,-0.14882,-1.09207,-0.71727,0.28783,-1.0145,Used in Last Day,1,6
1064,824,18-24,M,5,USA,White,-0.05188,0.16767,0.7233,0.28783,-0.40581,Used in Last Month,1,4
1066,885,18-24,M,5,USA,White,0.04257,1.2861,0.7233,0.28783,-0.65253,Used in Last Day,1,6
1069,962,18-24,M,6,Australia,White,0.31287,0.96248,1.06238,0.28783,-0.27607,Used in Last Week,1,5
1070,967,18-24,M,8,UK,White,-0.92104,1.11406,-0.01928,0.28783,0.41594,Used in Last Week,1,5
1071,1050,18-24,M,6,UK,White,-1.1943,0.63779,-0.01928,0.28783,-0.52745,Used in Last Week,1,5
1075,1084,18-24,M,8,UK,White,-0.24649,0.47617,-0.31776,0.28783,-0.52745,Used in Last Week,1,5
1077,1114,45-54,M,9,USA,White,0.41667,-0.43999,0.58331,0.28783,-1.25773,Used in Last Day,1,6
1078,1129,18-24,M,5,USA,White,1.37297,-0.94779,0.7233,0.28783,-0.78155,Used in Last Month,1,4
1079,1201,18-24,M,5,USA,White,2.127,-2.72827,-1.27553,0.28783,-1.92173,Used in Last Year,1,3
1080,1235,18-24,M,5,USA,White,0.04257,-1.09207,-0.01928,0.28783,0.58489,Used in Last Month,1,4
1086,1324,35-44,M,5,USA,White,1.02119,-1.37639,-0.17779,0.28783,1.46191,Used over a Decade Ago,1,Used over a Decade Ago
1089,1417,18-24,M,5,Australia,White,-1.1943,-1.09207,-0.84732,0.28783,0.25953,Used in Last Week,1,5
1094,1462,55-64,M,8,UK,White,0.13606,0.63779,0.88309,0.28783,-0.78155,Used in Last Week,1,5
1095,1472,55-64,M,8,UK,White,-0.79151,-0.30033,0.29338,0.28783,1.46191,Used in Last Week,1,5
1096,1535,25-34,M,4,Australia,White,0.04257,0.32197,-0.97631,0.28783,-0.65253,Used in Last Day,1,6
1097,1549,25-34,M,7,UK,White,-1.1943,-0.57545,-1.68062,0.28783,1.30612,Used in Last Week,1,5
1102,1590,35-44,M,6,UK,White,-2.05048,1.45421,-0.01928,0.28783,0.93949,Used in Last Month,1,4
1106,1697,18-24,M,5,USA,White,0.13606,-1.7625,-0.45174,0.28783,-0.40581,Used in Last Year,1,3
1108,1704,18-24,M,5,USA,White,-0.34799,-0.69509,-0.58331,0.28783,-1.13788,Used in Last Day,1,6
1112,1765,35-44,M,2,UK,White,0.91093,-0.30033,0.14143,0.28783,-0.89891,Used in Last Week,1,5
1114,1780,45-54,M,5,USA,White,-0.24649,0.00332,0.29338,0.28783,-0.27607,Used in Last Decade,1,2
1115,1798,18-24,M,5,USA,White,0.31287,-0.15487,1.88511,0.28783,-1.5184,Used in Last Day,1,6
1116,1804,18-24,M,5,USA,White,-0.14882,1.74091,1.06238,0.28783,-1.0145,Used in Last Day,1,6
1117,1820,18-24,M,8,USA,White,-2.75696,2.57309,1.24033,0.28783,1.46191,Used in Last Day,1,6
1119,1833,18-24,M,7,USA,Other,-2.75696,1.93886,0.88309,0.28783,2.33337,Used in Last Week,1,5
1122,33,35-44,M,7,UK,White,-0.79151,-1.23177,-0.01928,0.43852,-0.00665,Used in Last Day,1,6
1123,73,45-54,M,4,UK,White,-1.55078,0.96248,-0.01928,0.43852,0.93949,Used in Last Day,1,6
1125,125,45-54,M,2,UK,White,-0.34799,1.93886,0.29338,0.43852,0.58489,Used in Last Year,1,3
1131,260,65+,M,6,UK,White,-1.05308,-0.30033,0.29338,0.43852,0.7583,Used in Last Day,1,6
1134,280,45-54,M,8,UK,White,-1.32828,0.80523,0.29338,0.43852,0.41594,Used in Last Week,1,5
1135,288,45-54,M,8,UK,White,0.31287,0.32197,-0.45174,0.43852,-0.89891,Used in Last Year,1,3
1137,330,45-54,M,6,UK,White,-0.34799,0.47617,-0.97631,0.43852,-0.14277,Used in Last Month,1,4
1148,694,35-44,M,8,UK,White,-1.1943,-0.30033,0.14143,0.43852,0.58489,Used in Last Day,1,6
1150,770,25-34,M,7,Australia,White,1.02119,0.16767,0.58331,0.43852,0.7583,Used in Last Day,1,6
1153,797,18-24,M,5,USA,White,0.41667,-0.94779,-0.31776,0.43852,-0.14277,Used in Last Year,1,3
1155,801,18-24,M,5,Canada,White,-1.1943,0.16767,-0.01928,0.43852,2.04506,Used in Last Month,1,4
1157,840,18-24,M,5,Australia,White,-1.69163,1.74091,0.58331,0.43852,0.93949,Used in Last Month,1,4
1158,879,25-34,M,5,Australia,White,-0.92104,0.47617,0.7233,0.43852,-2.18109,Used in Last Week,1,5
1159,905,18-24,M,4,USA,White,-0.05188,0.96248,-0.01928,0.43852,-0.65253,Used in Last Month,1,4
1160,924,18-24,M,1,Australia,White,0.13606,-0.30033,-0.01928,0.43852,-1.13788,Used in Last Year,1,3
1163,997,18-24,M,8,UK,White,-0.79151,0.96248,-0.45174,0.43852,0.7583,Used in Last Week,1,5
1164,1015,25-34,M,5,USA,White,-0.79151,2.127,0.88309,0.43852,-0.65253,Used in Last Week,1,5
1166,1088,35-44,M,6,Canada,White,-0.14882,-0.15487,0.58331,0.43852,0.58489,Used in Last Day,1,6
1168,1122,25-34,M,7,UK,White,-1.05308,1.2861,0.44585,0.43852,0.7583,Used in Last Week,1,5
1169,1126,25-34,M,4,UK,White,-1.05308,0.00332,-2.39883,0.43852,-0.00665,Used in Last Day,1,6
1171,1159,18-24,M,5,UK,White,0.62967,1.93886,1.88511,0.43852,-0.40581,Used in Last Month,1,4
1173,1194,18-24,M,4,Canada,White,1.60383,-1.50796,0.44585,0.43852,-1.13788,Used in Last Day,1,6
1176,1368,18-24,M,4,USA,White,0.22393,-1.7625,0.44585,0.43852,-1.38502,Used in Last Year,1,3
1177,1370,18-24,M,5,USA,White,0.41667,1.58487,1.06238,0.43852,-0.27607,Used in Last Week,1,5
1178,1374,25-34,M,7,Canada,White,1.13281,0.16767,-0.31776,0.43852,-0.78155,Used in Last Week,1,5
1180,1409,25-34,M,8,UK,White,1.37297,-1.23177,-0.58331,0.43852,-1.25773,Used in Last Day,1,6
1181,1424,18-24,M,7,USA,White,-0.79151,1.74091,1.65653,0.43852,-0.27607,Used in Last Month,1,4
1183,1438,18-24,M,2,USA,White,1.23461,-0.43999,0.29338,0.43852,-0.14277,Used in Last Year,1,3
1186,1463,25-34,M,8,UK,White,0.13606,0.16767,-0.45174,0.43852,0.12331,Used in Last Week,1,5
1188,1525,18-24,M,4,USA,White,1.60383,-2.21069,1.24033,0.43852,-1.38502,Used in Last Decade,1,2
1190,1542,18-24,M,5,USA,White,-1.55078,1.2861,-0.97631,0.43852,0.93949,Used in Last Day,1,6
1195,1622,35-44,M,6,UK,White,-1.55078,-0.15487,0.58331,0.43852,1.13407,Used in Last Week,1,5
1196,1636,55-64,M,1,UK,White,-1.43907,0.00332,-1.68062,0.43852,0.58489,Used in Last Week,1,5
1198,1648,35-44,M,6,UK,White,0.82562,-0.80615,-0.58331,0.43852,-0.40581,Used in Last Week,1,5
1199,1659,18-24,M,6,UK,White,-0.14882,0.80523,2.44904,0.43852,-0.00665,Used in Last Month,1,4
1202,1674,25-34,M,6,Republic of Ireland,White,-1.05308,0.47617,0.88309,0.43852,0.7583,Used in Last Year,1,3
1204,1684,18-24,M,5,USA,Black,0.13606,-1.6334,-0.01928,0.43852,-1.5184,Used in Last Month,1,4
1207,1738,45-54,M,6,UK,White,-1.32828,-0.30033,-0.17779,0.43852,-0.00665,Used in Last Week,1,5
1209,1771,25-34,M,7,USA,White,-0.46725,0.96248,-0.01928,0.43852,-0.00665,Used in Last Week,1,5
1211,1776,18-24,M,5,USA,White,-0.92104,0.47617,0.44585,0.43852,0.41594,Used in Last Month,1,4
1214,1806,18-24,M,5,USA,White,0.82562,-0.57545,0.88309,0.43852,-0.52745,Used in Last Week,1,5
1216,1855,35-44,M,2,USA,White,-0.46725,-1.23177,-0.45174,0.43852,-0.14277,Used in Last Year,1,3
1218,10,55-64,M,8,UK,White,-0.24649,0.00332,-1.42424,0.59042,0.12331,Used in Last Day,1,6
1219,83,55-64,M,8,Canada,White,-2.05048,1.45421,-0.97631,0.59042,1.46191,Used in Last Week,1,5
1220,95,45-54,M,8,UK,White,-0.67825,-0.57545,-0.97631,0.59042,-0.14277,Used in Last Week,1,5
1224,182,25-34,M,9,UK,White,-1.32828,-0.43999,-0.31776,0.59042,0.93949,Used in Last Week,1,5
1225,185,55-64,M,4,UK,White,0.04257,-0.80615,-0.97631,0.59042,0.25953,Used in Last Day,1,6
1228,192,18-24,M,7,UK,Mixed-White/Asian,-0.34799,1.2861,-1.11902,0.59042,-0.52745,Used in Last Week,1,5
1231,248,45-54,M,8,UK,White,-0.92104,-0.30033,-1.11902,0.59042,1.63088,Used in Last Day,1,6
1234,310,35-44,M,8,UK,White,-0.79151,0.16767,-0.17779,0.59042,0.41594,Used in Last Day,1,6
1236,364,45-54,M,7,UK,White,0.41667,0.32197,-0.17779,0.59042,0.41594,Used in Last Decade,1,2
1243,494,18-24,M,4,UK,White,-0.92104,0.47617,0.44585,0.59042,-0.00665,Used in Last Day,1,6
1244,498,55-64,M,5,USA,White,-0.79151,0.16767,0.58331,0.59042,0.93949,Used in Last Year,1,3
1245,530,35-44,M,9,UK,White,0.62967,-0.15487,-0.17779,0.59042,-1.64101,Used in Last Day,1,6
1247,541,45-54,M,8,UK,White,-1.32828,1.2861,-0.17779,0.59042,1.81175,Used in Last Day,1,6
1252,645,25-34,M,5,UK,White,0.22393,-0.30033,-1.68062,0.59042,-0.65253,Used in Last Week,1,5
1253,652,25-34,M,8,UK,White,0.62967,0.47617,0.44585,0.59042,-1.0145,Used in Last Week,1,5
1255,710,18-24,M,6,UK,White,-0.92104,-0.30033,-0.71727,0.59042,0.41594,Used in Last Year,1,3
1256,746,45-54,M,5,UK,White,-0.92104,0.16767,-0.01928,0.59042,-1.5184,Used in Last Week,1,5
1257,765,18-24,M,2,UK,White,0.41667,-0.94779,1.06238,0.59042,-1.0145,Used in Last Week,1,5
1258,780,45-54,M,4,UK,White,-2.21844,1.11406,-0.31776,0.59042,-0.40581,Used in Last Week,1,5
1260,802,25-34,M,5,USA,White,0.52135,-0.43999,-0.17779,0.59042,-1.0145,Used in Last Year,1,3
1261,808,18-24,M,3,Australia,White,-0.34799,0.80523,0.7233,0.59042,-0.89891,Used in Last Week,1,5
1263,833,18-24,M,5,USA,White,0.91093,-0.80615,0.14143,0.59042,-0.14277,Used in Last Month,1,4
1264,859,18-24,M,6,USA,Mixed-White/Asian,0.52135,1.2861,-0.17779,0.59042,2.04506,Used in Last Week,1,5
1265,868,18-24,M,5,Canada,White,0.41667,-1.09207,0.58331,0.59042,-0.78155,Used in Last Week,1,5
1267,892,18-24,M,5,USA,Other,0.13606,0.96248,1.06238,0.59042,0.58489,Used in Last Month,1,4
1270,978,18-24,M,5,USA,White,-0.58016,1.11406,0.7233,0.59042,-0.00665,Never Used,1,1
1273,1038,25-34,M,5,USA,White,-2.05048,0.47617,0.58331,0.59042,0.7583,Used in Last Month,1,4
1276,1173,18-24,M,5,USA,White,-0.24649,0.16767,-0.97631,0.59042,0.93949,Used in Last Week,1,5
1278,1229,35-44,M,2,USA,White,1.13281,-0.57545,0.14143,0.59042,-1.5184,Used in Last Decade,1,2
1279,1234,18-24,M,7,UK,White,0.73545,-0.43999,0.58331,0.59042,-0.14277,Used in Last Week,1,5
1286,1420,18-24,M,5,USA,White,-0.34799,0.80523,1.43533,0.59042,-0.00665,Used in Last Day,1,6
1291,1545,18-24,M,5,USA,White,0.82562,0.80523,0.88309,0.59042,-0.78155,Used in Last Month,1,4
1295,1617,25-34,M,8,UK,White,0.52135,0.00332,0.7233,0.59042,-0.27607,Used in Last Week,1,5
1296,1618,45-54,M,6,UK,White,0.31287,0.16767,-1.11902,0.59042,0.58489,Used in Last Week,1,5
1297,1623,35-44,M,7,UK,White,0.52135,-0.80615,-1.27553,0.59042,-0.89891,Used in Last Week,1,5
1303,1724,55-64,M,6,UK,White,-2.05048,-0.15487,-1.42424,0.59042,0.41594,Used in Last Day,1,6
1304,1757,18-24,M,4,USA,White,0.73545,0.00332,1.43533,0.59042,-1.64101,Used in Last Week,1,5
1308,2,25-34,M,9,UK,White,-0.67825,1.93886,1.43533,0.76096,-0.14277,Used in Last Week,1,5
1310,25,55-64,M,7,UK,White,-0.14882,0.63779,1.24033,0.76096,1.46191,Used in Last Week,1,5
1313,154,25-34,M,7,UK,White,-0.67825,0.96248,-1.68062,0.76096,0.7583,Used in Last Day,1,6
1314,172,35-44,M,8,UK,White,-0.34799,0.96248,2.15324,0.76096,-0.78155,Used in Last Day,1,6
1322,278,25-34,M,5,UK,White,-1.05308,1.45421,1.06238,0.76096,-0.14277,Used in Last Week,1,5
1325,340,35-44,M,9,UK,White,-1.86962,1.2861,0.29338,0.76096,1.46191,Used in Last Day,1,6
1326,354,45-54,M,7,UK,White,-0.14882,-0.69509,0.44585,0.76096,-1.38502,Used over a Decade Ago,1,Used over a Decade Ago
1332,470,25-34,M,7,UK,White,-1.1943,1.74091,1.43533,0.76096,-0.00665,Used in Last Week,1,5
1335,490,25-34,M,2,UK,White,0.41667,-1.37639,0.14143,0.76096,-0.40581,Used in Last Day,1,6
1336,515,55-64,M,2,USA,White,-0.14882,-0.30033,-0.17779,0.76096,0.41594,Used in Last Year,1,3
1340,588,18-24,M,5,UK,White,0.31287,0.32197,-0.31776,0.76096,-1.78169,Used in Last Week,1,5
1343,673,18-24,M,7,UK,White,-0.24649,0.00332,1.43533,0.76096,0.93949,Used in Last Decade,1,2
1344,702,45-54,M,1,UK,White,-1.05308,1.11406,0.44585,0.76096,1.13407,Used over a Decade Ago,1,Used over a Decade Ago
1345,709,18-24,M,5,UK,White,0.41667,-0.57545,-0.45174,0.76096,1.13407,Used in Last Week,1,5
1349,756,18-24,M,5,USA,White,-1.43907,1.58487,1.65653,0.76096,2.63199,Used in Last Week,1,5
1351,766,18-24,M,5,USA,White,0.62967,0.16767,2.15324,0.76096,-0.00665,Used in Last Month,1,4
1353,810,18-24,M,7,USA,White,0.41667,-1.92173,-0.97631,0.76096,-1.5184,Used in Last Year,1,3
