no,age,gender,education,country,ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Alcohol
572,35-44,F,6,Australia,White,0.22393,1.11406,-1.11902,-1.772,-0.40581,Used in Last Day
573,18-24,F,8,UK,White,-1.69163,1.93886,-0.17779,1.11406,1.81175,Used in Last Day
574,35-44,M,6,UK,White,1.23461,-1.23177,-1.68062,-1.07533,-0.65253,Used in Last Day
575,55-64,F,5,USA,White,-0.92104,0.96248,0.44585,-0.60633,-0.40581,Used in Last Week
576,35-44,F,7,UK,White,2.127,-1.50796,-1.82919,0.59042,-1.78169,Used in Last Day
577,35-44,M,2,UK,White,-1.86962,0.80523,-1.55521,-0.45321,1.13407,Used in Last Week
578,25-34,F,8,UK,Other,0.82562,0.32197,0.14143,0.59042,0.93949,Used in Last Month
579,25-34,F,7,UK,White,1.02119,0.80523,-0.71727,1.2861,-0.14277,Used in Last Month
580,45-54,F,8,UK,White,1.02119,-0.15487,0.29338,1.11406,1.46191,Used in Last Day
581,18-24,F,8,UK,White,-0.14882,0.80523,0.58331,0.13136,0.7583,Used in Last Week
582,35-44,F,5,UK,White,-1.1943,0.00332,-1.11902,-0.01729,-1.92173,Used in Last Day
583,18-24,M,5,UK,White,-0.92104,1.58487,0.44585,-0.30172,-0.65253,Used in Last Day
584,35-44,F,6,UK,White,0.31287,1.2861,1.65653,-0.30172,0.93949,Used in Last Day
585,18-24,F,5,USA,White,0.62967,0.00332,-0.58331,0.43852,-0.40581,Used in Last Week
586,25-34,M,7,UK,White,-0.24649,0.16767,-0.31776,-1.21213,0.7583,Used in Last Decade
587,18-24,M,6,UK,White,0.73545,-0.57545,1.24033,-1.07533,-0.27607,Used in Last Decade
588,18-24,M,5,UK,White,0.31287,0.32197,-0.31776,0.76096,-1.78169,Used in Last Week
589,25-34,F,2,UK,White,-0.46725,1.58487,0.44585,0.94156,0.12331,Used in Last Week
590,55-64,F,5,USA,White,-1.32828,-0.15487,0.29338,-0.91699,0.41594,Used in Last Decade
591,35-44,M,1,UK,White,-0.58016,0.00332,-0.58331,-0.60633,0.58489,Used in Last Year
592,35-44,F,7,UK,White,0.41667,-0.43999,-0.31776,-1.6209,1.63088,Used in Last Day
593,35-44,F,6,USA,White,-2.75696,0.96248,0.14143,0.43852,2.04506,Used in Last Week
595,35-44,M,2,UK,White,-0.34799,-0.57545,-0.58331,-1.21213,-0.65253,Used in Last Week
597,18-24,M,2,UK,White,-1.43907,0.80523,0.7233,0.94156,0.93949,Used in Last Week
598,55-64,F,6,Canada,White,-0.34799,-0.43999,-0.31776,-0.76096,0.58489,Used over a Decade Ago
599,45-54,F,6,USA,White,0.04257,0.16767,-0.58331,0.43852,0.25953,Used in Last Week
600,18-24,M,5,UK,White,0.52135,-0.15487,0.29338,-0.01729,-0.89891,Used in Last Month
601,45-54,F,8,UK,White,0.73545,-0.57545,-0.58331,1.81866,0.12331,Used in Last Day
602,18-24,M,5,USA,White,1.02119,1.11406,0.7233,0.13136,-1.0145,Used in Last Month
603,18-24,M,5,USA,White,0.52135,-1.6334,-1.11902,-2.07848,0.58489,Used in Last Day
604,18-24,M,5,USA,White,1.98437,-0.94779,0.7233,-0.60633,-1.0145,Used in Last Day
605,25-34,M,7,USA,White,-0.67825,-0.80615,-0.45174,-1.47955,0.12331,Used in Last Week
606,35-44,F,5,USA,White,0.41667,0.32197,0.29338,0.94156,0.41594,Used in Last Week
607,55-64,F,8,USA,White,-2.52197,1.11406,1.88511,1.2861,-1.0145,Used in Last Week
608,18-24,M,7,UK,White,-0.46725,0.00332,-1.11902,1.45039,-0.78155,Used in Last Week
609,45-54,M,5,USA,White,-0.05188,0.00332,0.88309,2.03972,-0.14277,Used in Last Decade
610,25-34,M,7,UK,White,-1.69163,1.2861,1.24033,0.13136,1.13407,Used in Last Day
611,55-64,F,6,Canada,White,1.23461,-0.80615,-1.42424,1.11406,-1.5184,Used in Last Month
612,25-34,M,5,UK,White,-0.92104,0.96248,0.88309,0.13136,-0.65253,Used in Last Day
613,25-34,M,7,UK,White,-0.67825,0.32197,-0.58331,1.2861,0.58489,Used in Last Week
614,35-44,M,7,UK,White,-1.1943,0.16767,-0.17779,-0.30172,-0.40581,Used over a Decade Ago
615,25-34,F,8,UK,White,1.98437,-0.30033,-0.31776,-1.6209,-0.65253,Used in Last Day
616,25-34,F,1,USA,White,-0.24649,0.63779,-0.71727,-0.91699,0.25953,Used in Last Year
617,35-44,F,8,UK,White,0.13606,-0.15487,-0.45174,0.76096,-0.27607,Used in Last Day
618,45-54,F,5,USA,White,1.02119,0.16767,-0.17779,-0.60633,-1.0145,Used in Last Decade
619,45-54,M,6,Republic of Ireland,White,-0.92104,1.2861,-0.31776,-0.60633,0.7583,Used in Last Year
620,25-34,F,7,UK,White,-0.05188,1.11406,0.88309,0.13136,-0.00665,Used in Last Week
621,55-64,M,8,UK,White,-0.67825,-0.94779,0.7233,-0.91699,0.58489,Used in Last Week
622,18-24,M,4,UK,White,0.52135,-1.37639,-0.45174,1.45039,-1.78169,Used in Last Week
623,35-44,M,8,UK,White,-0.92104,0.63779,-0.17779,-1.34289,0.25953,Used in Last Week
624,35-44,F,8,UK,White,-0.14882,0.47617,-0.31776,0.28783,1.63088,Used in Last Week
625,45-54,F,8,UK,White,-0.34799,0.00332,-0.45174,-0.30172,-1.38502,Used in Last Day
626,35-44,F,9,UK,White,0.04257,0.00332,-1.27553,-0.01729,0.25953,Used in Last Day
627,35-44,F,6,UK,White,-0.34799,-0.57545,-0.58331,-0.91699,0.25953,Used in Last Day
628,35-44,M,7,UK,White,-0.05188,-0.43999,-0.84732,-0.45321,0.41594,Used in Last Day
629,35-44,M,9,UK,White,-1.69163,-0.94779,-1.55521,1.81866,0.58489,Used in Last Week
630,25-34,F,9,UK,White,1.23461,-1.09207,-1.27553,1.61108,0.25953,Used in Last Week
631,45-54,F,9,UK,Mixed-White/Black,-0.46725,0.47617,0.58331,0.28783,-0.14277,Used in Last Week
632,35-44,F,9,UK,White,0.52135,-0.30033,1.65653,0.28783,1.13407,Used in Last Day
633,18-24,F,7,UK,White,0.41667,-0.15487,-0.31776,2.23427,1.13407,Used in Last Week
634,18-24,F,7,UK,White,1.23461,-0.43999,-1.27553,-0.91699,0.7583,Used in Last Week
635,25-34,F,8,UK,White,-0.67825,1.74091,0.44585,0.13136,0.25953,Used in Last Week
636,35-44,F,9,UK,White,1.23461,0.16767,-0.01928,-1.07533,-0.65253,Used in Last Day
637,35-44,M,7,UK,White,-0.79151,-0.30033,-0.17779,1.11406,-0.52745,Used in Last Week
638,45-54,F,7,UK,White,-0.67825,0.32197,-0.45174,0.43852,-0.00665,Used in Last Month
639,35-44,F,6,Canada,White,-0.34799,0.16767,-0.97631,0.76096,0.41594,Used in Last Month
640,18-24,F,7,UK,White,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,Used in Last Week
641,25-34,M,2,UK,White,-0.24649,1.74091,0.88309,1.2861,0.41594,Used in Last Week
642,45-54,M,7,UK,White,-0.14882,-0.69509,0.44585,0.13136,-0.14277,Used in Last Week
643,35-44,M,8,UK,White,-0.67825,0.96248,0.88309,2.23427,1.81175,Used in Last Week
644,25-34,F,8,UK,Black,-1.05308,0.63779,-0.31776,1.2861,1.30612,Used in Last Week
645,25-34,M,5,UK,White,0.22393,-0.30033,-1.68062,0.59042,-0.65253,Used in Last Week
646,45-54,M,7,UK,White,0.04257,-0.30033,-0.31776,-0.76096,-0.40581,Used in Last Week
647,18-24,F,7,UK,White,-0.46725,-0.15487,-0.31776,-0.15487,0.7583,Used in Last Week
648,18-24,M,5,USA,White,-1.43907,1.45421,1.06238,-1.6209,0.93949,Used in Last Day
649,35-44,F,8,USA,White,1.13281,0.16767,1.06238,2.03972,-1.0145,Used in Last Day
650,25-34,F,7,UK,White,-0.14882,0.80523,-1.27553,-0.01729,2.04506,Used in Last Week
651,45-54,F,8,UK,White,-0.46725,2.127,2.44904,1.61108,0.12331,Used in Last Week
652,25-34,M,8,UK,White,0.62967,0.47617,0.44585,0.59042,-1.0145,Used in Last Week
653,18-24,M,5,Australia,White,1.02119,1.2861,1.24033,-0.60633,-1.0145,Used in Last Week
654,18-24,M,5,USA,White,-0.67825,0.63779,-0.01928,0.13136,-0.00665,Used in Last Day
655,35-44,F,2,UK,White,-0.34799,0.96248,-0.71727,0.43852,1.13407,Used in Last Week
657,45-54,M,5,Canada,White,1.23461,-0.57545,0.29338,-1.21213,-1.13788,Used in Last Month
658,45-54,M,6,UK,White,1.13281,-1.37639,1.43533,-0.45321,-1.38502,Used in Last Week
659,18-24,M,8,UK,White,0.62967,0.16767,0.44585,-0.30172,-0.52745,Used in Last Week
660,25-34,M,9,Republic of Ireland,White,-0.79151,1.45421,1.88511,-0.91699,-0.40581,Used in Last Week
661,25-34,F,8,UK,Black,-1.32828,0.47617,-0.01928,1.11406,0.12331,Used in Last Day
662,18-24,F,7,UK,White,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,Used in Last Day
663,25-34,F,7,UK,White,0.04257,0.16767,0.29338,2.03972,1.81175,Used in Last Week
664,25-34,F,9,UK,White,1.23461,-1.23177,-0.31776,-1.34289,-1.38502,Used in Last Day
665,18-24,M,7,UK,White,-0.34799,-0.43999,0.58331,0.28783,-0.52745,Used in Last Week
666,25-34,F,9,UK,White,1.13281,-0.43999,0.14143,0.28783,-0.27607,Used in Last Day
667,18-24,M,4,UK,White,-2.05048,-0.30033,0.14143,-0.15487,-0.89891,Used in Last Year
668,35-44,M,5,UK,White,0.91093,-0.69509,1.24033,-0.30172,0.25953,Used in Last Month
669,45-54,M,7,UK,White,-1.69163,2.127,0.14143,0.28783,-0.40581,Used in Last Week
670,25-34,M,5,UK,White,-0.58016,0.96248,0.44585,-0.30172,-0.14277,Used in Last Day
671,18-24,M,6,UK,White,-0.34799,0.16767,-0.45174,-0.76096,-0.40581,Used in Last Week
672,35-44,M,6,UK,White,-0.46725,0.80523,-0.01928,-0.60633,0.12331,Used in Last Decade
673,18-24,M,7,UK,White,-0.24649,0.00332,1.43533,0.76096,0.93949,Used in Last Decade
674,18-24,F,5,UK,White,1.23461,1.11406,0.44585,0.59042,0.93949,Used in Last Week
675,18-24,F,8,UK,Asian,0.82562,-0.69509,-0.58331,-0.60633,-1.0145,Used in Last Year
676,35-44,M,6,UK,White,-0.05188,-0.30033,-0.71727,-0.76096,-0.78155,Used in Last Year
677,18-24,M,6,UK,White,0.22393,0.00332,-1.68062,-0.15487,0.25953,Used in Last Year
678,25-34,M,7,UK,White,0.52135,-0.30033,0.44585,-0.60633,-0.65253,Used in Last Day
679,18-24,M,5,UK,White,2.28554,-2.11437,-0.31776,-0.01729,-2.04506,Never Used
680,18-24,F,5,UK,White,0.62967,-0.30033,-0.58331,-1.21213,1.46191,Used in Last Week
681,45-54,M,9,UK,White,0.22393,-0.80615,-0.17779,-0.01729,-2.04506,Used in Last Day
682,35-44,M,5,UK,White,-1.32828,0.00332,-1.27553,-0.60633,0.12331,Used in Last Day
683,25-34,M,8,UK,White,1.37297,-1.7625,0.44585,0.28783,0.58489,Used in Last Day
684,35-44,F,7,UK,White,0.52135,-0.15487,-0.45174,-0.15487,-0.65253,Used in Last Year
685,35-44,F,6,UK,White,0.91093,-0.69509,1.24033,-1.21213,-1.5184,Used in Last Month
686,25-34,M,7,Australia,White,-0.34799,0.16767,0.7233,-0.45321,-0.78155,Used in Last Day
687,18-24,F,5,Canada,White,1.60383,0.96248,1.43533,-0.30172,-0.89891,Used in Last Week
688,45-54,F,1,Australia,White,-0.92104,0.63779,-0.97631,0.94156,0.25953,Used in Last Month
689,35-44,M,5,USA,White,1.02119,1.11406,-0.31776,-1.21213,0.58489,Used in Last Decade
690,55-64,F,8,UK,White,0.82562,-0.69509,-0.45174,-0.01729,-0.14277,Used in Last Day
691,55-64,M,5,UK,White,0.41667,-0.69509,-1.42424,-1.47955,-0.14277,Used in Last Day
692,25-34,F,7,UK,White,-0.14882,-0.15487,-0.97631,0.13136,0.41594,Used in Last Month
693,45-54,F,8,UK,White,0.22393,-0.69509,-0.31776,-0.30172,-0.52745,Used in Last Day
694,35-44,M,8,UK,White,-1.1943,-0.30033,0.14143,0.43852,0.58489,Used in Last Day
695,35-44,M,6,UK,White,-0.92104,-0.57545,-0.45174,-0.60633,-0.27607,Used in Last Week
696,35-44,F,8,UK,White,-0.14882,-0.43999,-0.01928,1.2861,1.81175,Used in Last Day
697,55-64,M,7,UK,White,-0.79151,0.32197,0.44585,-1.47955,1.46191,Used in Last Week
698,45-54,F,7,Canada,Other,-1.69163,-0.30033,1.06238,1.61108,-0.00665,Used in Last Month
699,35-44,M,7,USA,White,-0.05188,-0.94779,0.88309,-0.01729,-0.65253,Used in Last Day
700,55-64,M,5,UK,White,-0.14882,-1.09207,-0.71727,0.28783,-1.0145,Used in Last Day
702,45-54,M,1,UK,White,-1.05308,1.11406,0.44585,0.76096,1.13407,Used over a Decade Ago
703,35-44,F,7,UK,White,-0.34799,0.63779,0.58331,-0.30172,-0.00665,Used in Last Year
704,55-64,M,7,UK,White,-1.43907,0.80523,-0.17779,-0.91699,-0.14277,Used in Last Day
705,35-44,M,5,USA,White,-0.79151,-0.30033,-0.58331,-0.60633,0.25953,Used in Last Day
706,18-24,M,5,UK,White,-1.43907,0.32197,1.06238,2.03972,0.12331,Used in Last Year
707,18-24,F,7,UK,White,-0.14882,-0.94779,-1.42424,-0.45321,0.25953,Used in Last Month
708,25-34,M,7,UK,White,-0.05188,1.93886,0.29338,-0.15487,-0.52745,Used in Last Week
709,18-24,M,5,UK,White,0.41667,-0.57545,-0.45174,0.76096,1.13407,Used in Last Week
710,18-24,M,6,UK,White,-0.92104,-0.30033,-0.71727,0.59042,0.41594,Used in Last Year
711,18-24,M,7,UK,White,0.91093,0.16767,0.58331,-0.60633,-1.25773,Used in Last Week
712,18-24,M,5,USA,White,-0.58016,-0.15487,-0.84732,1.11406,0.41594,Used in Last Year
713,25-34,F,8,UK,White,0.52135,0.32197,0.7233,0.13136,1.13407,Used in Last Month
714,18-24,M,7,USA,White,0.52135,0.80523,0.88309,1.81866,-0.00665,Used in Last Day
715,18-24,M,6,UK,White,0.73545,1.11406,0.44585,-1.07533,-0.27607,Used in Last Week
716,18-24,F,5,USA,White,0.62967,0.47617,1.06238,1.81866,0.25953,Used in Last Week
717,18-24,M,5,UK,White,-0.05188,-1.50796,-1.27553,-0.60633,-1.78169,Used in Last Year
718,35-44,M,7,USA,White,-0.79151,-0.80615,-0.31776,0.13136,0.25953,Used in Last Week
720,55-64,M,7,UK,White,-0.34799,-0.94779,-0.71727,-0.45321,-0.40581,Used in Last Week
721,35-44,M,5,UK,White,1.23461,0.80523,0.88309,-0.15487,1.13407,Used in Last Day
722,35-44,F,6,UK,White,1.60383,-0.69509,0.29338,0.76096,0.12331,Used in Last Month
723,55-64,M,6,UK,White,-0.05188,-0.30033,-0.01928,-0.60633,-0.40581,Used over a Decade Ago
724,25-34,F,7,UK,White,-0.92104,1.45421,0.29338,0.94156,0.58489,Used in Last Week
725,35-44,F,5,UK,White,1.13281,-0.57545,0.7233,0.76096,-0.40581,Used in Last Month
726,25-34,F,8,UK,White,0.31287,0.63779,0.7233,1.61108,0.25953,Used in Last Week
727,18-24,M,6,UK,White,2.28554,-0.94779,0.7233,-1.21213,-0.52745,Used in Last Day
728,25-34,F,8,UK,Mixed-White/Black,0.31287,0.63779,-0.58331,0.13136,-0.14277,Used in Last Week
729,18-24,M,5,Canada,White,-1.43907,0.16767,0.7233,-0.30172,-1.5184,Used in Last Month
730,25-34,F,2,Australia,White,-0.58016,0.32197,0.14143,-0.60633,0.12331,Used in Last Day
731,35-44,F,7,UK,White,0.73545,0.00332,-0.97631,-0.01729,-0.00665,Used in Last Week
732,18-24,M,5,UK,White,-0.79151,1.2861,-0.31776,-0.15487,-0.52745,Used in Last Month
733,18-24,F,7,UK,White,1.23461,0.63779,0.7233,-0.15487,-0.00665,Used in Last Day
734,35-44,M,2,UK,Mixed-White/Asian,0.62967,0.16767,0.29338,-0.30172,-0.27607,Used in Last Week
735,18-24,M,5,UK,White,0.73545,1.11406,1.43533,-1.47955,-1.78169,Used in Last Day
736,25-34,F,7,UK,White,0.22393,2.127,2.44904,1.61108,-0.65253,Used in Last Month
737,25-34,M,7,UK,White,-0.46725,-1.7625,-2.8595,-1.47955,-1.13788,Used in Last Day
738,25-34,M,7,UK,White,-1.05308,1.74091,-0.01928,0.13136,2.33337,Used in Last Week
741,35-44,M,5,UK,White,-1.32828,0.16767,0.58331,1.2861,-0.65253,Used in Last Week
743,45-54,F,8,UK,White,0.82562,-0.30033,0.29338,0.76096,1.63088,Used in Last Day
744,35-44,F,7,UK,White,0.62967,0.16767,-0.71727,-0.91699,-0.89891,Used in Last Week
745,25-34,M,2,UK,White,-0.34799,0.00332,-0.58331,-0.91699,0.7583,Used over a Decade Ago
746,45-54,M,5,UK,White,-0.92104,0.16767,-0.01928,0.59042,-1.5184,Used in Last Week
747,25-34,F,2,UK,White,0.73545,0.32197,-1.11902,0.43852,-0.40581,Used in Last Day
748,25-34,F,8,UK,White,-0.05188,0.47617,0.44585,0.28783,0.41594,Used in Last Month
749,35-44,F,2,UK,White,0.41667,-0.57545,-1.42424,-0.01729,-1.78169,Used in Last Decade
750,35-44,F,9,UK,White,-1.69163,0.96248,-0.97631,1.61108,2.04506,Used in Last Week
751,35-44,M,8,UK,White,-0.14882,0.00332,-0.01928,1.11406,-0.14277,Used in Last Week
752,25-34,F,6,UK,White,-2.3436,1.45421,-1.82919,1.11406,1.30612,Used in Last Day
754,25-34,F,8,UK,White,0.41667,1.11406,-0.58331,1.2861,0.41594,Used in Last Week
755,25-34,M,9,UK,White,-0.92104,0.47617,1.43533,1.11406,-0.52745,Used in Last Month
756,18-24,M,5,USA,White,-1.43907,1.58487,1.65653,0.76096,2.63199,Used in Last Week
757,18-24,F,8,UK,Mixed-White/Asian,0.62967,0.32197,-0.58331,0.13136,0.7583,Used in Last Week
758,18-24,F,5,Republic of Ireland,White,2.28554,-0.43999,-0.17779,0.76096,-2.18109,Used in Last Day
759,18-24,M,5,USA,White,0.41667,0.63779,-0.01928,-0.15487,-0.27607,Used in Last Year
760,18-24,M,9,UK,White,-2.75696,1.74091,0.58331,1.11406,0.25953,Used in Last Day
761,25-34,M,7,Canada,White,0.04257,-0.94779,-0.84732,-0.45321,-0.65253,Used in Last Day
762,18-24,M,5,USA,White,1.72012,0.32197,-1.11902,-0.45321,-2.42317,Used in Last Day
763,25-34,F,7,Australia,White,-1.32828,0.80523,1.43533,1.11406,0.12331,Used in Last Day
764,18-24,F,7,UK,White,1.13281,0.80523,0.58331,0.94156,-1.5184,Used in Last Week
765,18-24,M,2,UK,White,0.41667,-0.94779,1.06238,0.59042,-1.0145,Used in Last Week
766,18-24,M,5,USA,White,0.62967,0.16767,2.15324,0.76096,-0.00665,Used in Last Month
767,18-24,M,5,USA,White,1.02119,-0.80615,0.29338,2.23427,-0.65253,Used in Last Day
768,25-34,M,8,New Zealand,White,0.82562,-0.69509,0.14143,-0.76096,-0.27607,Used in Last Day
769,18-24,F,6,USA,Other,-0.34799,0.63779,0.14143,-0.30172,0.7583,Used in Last Month
770,25-34,M,7,Australia,White,1.02119,0.16767,0.58331,0.43852,0.7583,Used in Last Day
771,18-24,M,5,USA,White,0.62967,-1.6334,-1.27553,-0.01729,-0.89891,Used in Last Year
772,18-24,F,8,UK,Asian,0.52135,-1.37639,-1.82919,0.94156,0.25953,Never Used
773,45-54,M,7,UK,White,1.23461,-1.37639,-0.45174,-0.60633,-1.78169,Used in Last Day
774,45-54,F,6,Canada,White,1.02119,-1.23177,-0.31776,-0.30172,-0.52745,Used over a Decade Ago
777,25-34,M,5,USA,White,0.13606,-0.43999,-0.84732,-0.30172,-0.00665,Used in Last Year
778,18-24,M,5,USA,Mixed-White/Asian,0.52135,0.63779,0.7233,-0.60633,-0.52745,Used in Last Day
779,18-24,M,5,Canada,White,1.98437,0.00332,2.15324,-0.45321,-0.65253,Used in Last Month
780,45-54,M,4,UK,White,-2.21844,1.11406,-0.31776,0.59042,-0.40581,Used in Last Week
781,18-24,F,6,USA,White,1.02119,-2.11437,-0.17779,0.43852,-0.00665,Used in Last Month
782,35-44,M,6,USA,White,1.02119,-0.94779,-0.84732,-1.34289,-0.78155,Used in Last Day
783,18-24,M,5,USA,Other,1.13281,-1.23177,0.29338,-0.01729,-1.13788,Used in Last Year
784,18-24,F,5,USA,White,0.82562,-0.43999,0.88309,0.43852,-0.52745,Used in Last Day
785,18-24,F,5,USA,White,-0.24649,0.47617,0.88309,-0.01729,1.13407,Used in Last Day
786,18-24,M,8,USA,White,1.37297,-0.80615,0.88309,-0.01729,0.25953,Used in Last Month
789,18-24,M,6,UK,White,-1.69163,1.2861,-0.58331,-0.60633,-1.13788,Used in Last Week
790,18-24,M,5,UK,White,-2.05048,0.16767,0.7233,0.13136,0.7583,Used in Last Year
791,18-24,M,7,Australia,White,-0.14882,-0.43999,0.88309,-0.60633,-0.78155,Used in Last Week
792,18-24,M,5,USA,White,0.62967,-0.15487,0.58331,-1.6209,-0.14277,Used in Last Week
794,25-34,M,5,UK,White,0.04257,2.127,-0.31776,-0.60633,-0.00665,Used in Last Week
795,25-34,M,7,UK,White,-0.05188,-0.57545,1.24033,1.2861,-0.52745,Used in Last Day
796,18-24,M,5,USA,White,1.13281,-0.57545,-0.31776,-0.60633,1.13407,Used in Last Year
797,18-24,M,5,USA,White,0.41667,-0.94779,-0.31776,0.43852,-0.14277,Used in Last Year
798,18-24,F,7,UK,White,-0.58016,0.80523,0.44585,0.59042,1.30612,Used in Last Week
799,25-34,F,5,USA,White,0.13606,1.11406,0.7233,-0.30172,0.7583,Used in Last Day
800,35-44,F,5,UK,White,1.23461,0.63779,1.43533,0.43852,-0.65253,Used in Last Week
801,18-24,M,5,Canada,White,-1.1943,0.16767,-0.01928,0.43852,2.04506,Used in Last Month
802,25-34,M,5,USA,White,0.52135,-0.43999,-0.17779,0.59042,-1.0145,Used in Last Year
803,18-24,M,4,Republic of Ireland,White,-0.46725,0.32197,0.14143,-0.76096,-0.65253,Used in Last Week
804,45-54,F,7,USA,White,0.13606,-0.94779,-0.97631,0.76096,-0.27607,Used in Last Day
805,25-34,M,5,USA,White,0.52135,-1.09207,-0.45174,0.94156,-0.00665,Used in Last Week
806,18-24,F,7,Canada,White,1.98437,-1.50796,1.43533,-1.772,0.41594,Used in Last Day
807,25-34,M,5,USA,White,-0.24649,0.16767,-0.31776,-0.45321,-0.89891,Used in Last Decade
808,18-24,M,3,Australia,White,-0.34799,0.80523,0.7233,0.59042,-0.89891,Used in Last Week
809,18-24,F,5,USA,White,1.02119,0.80523,1.06238,-1.07533,-0.52745,Used in Last Day
810,18-24,M,7,USA,White,0.41667,-1.92173,-0.97631,0.76096,-1.5184,Used in Last Year
811,18-24,M,6,UK,White,-1.69163,-0.80615,-1.27553,1.81866,-0.14277,Used in Last Week
812,18-24,M,4,USA,White,-1.69163,0.80523,1.06238,-0.91699,-0.40581,Used in Last Year
813,45-54,F,7,USA,White,1.23461,1.74091,0.88309,-1.92595,-1.64101,Used in Last Day
814,18-24,M,5,USA,White,1.13281,-0.69509,-0.01928,-1.34289,-0.89891,Used in Last Month
815,25-34,M,7,USA,White,0.52135,-0.57545,0.7233,-1.6209,0.41594,Used in Last Year
816,18-24,M,5,UK,White,-0.67825,0.00332,-0.45174,-0.91699,0.25953,Used in Last Week
817,18-24,M,5,Canada,White,2.46262,0.32197,0.29338,-0.91699,-1.0145,Used in Last Week
818,18-24,F,5,USA,White,0.13606,-0.94779,-0.01928,0.43852,0.7583,Used in Last Year
819,45-54,M,9,Australia,White,0.62967,0.16767,0.88309,2.46262,0.25953,Used in Last Month
820,25-34,F,8,UK,White,1.60383,-0.80615,-0.01928,-0.30172,-1.13788,Used in Last Week
821,18-24,M,5,Australia,Asian,-0.67825,1.74091,0.7233,0.13136,0.41594,Used in Last Year
822,18-24,F,7,USA,White,-0.34799,0.32197,-0.17779,-0.15487,0.12331,Used in Last Week
823,18-24,M,5,UK,White,-0.05188,1.11406,0.7233,-0.45321,0.41594,Used in Last Day
824,18-24,M,5,USA,White,-0.05188,0.16767,0.7233,0.28783,-0.40581,Used in Last Month
826,18-24,M,7,Australia,White,0.62967,-2.11437,-2.8595,0.94156,-1.38502,Used in Last Week
827,18-24,M,7,USA,White,0.52135,0.63779,0.14143,-1.07533,1.30612,Used in Last Day
828,18-24,M,5,USA,White,0.13606,1.45421,1.24033,-1.21213,-0.78155,Used in Last Year
830,25-34,F,9,Australia,White,1.72012,0.47617,1.06238,0.59042,0.12331,Used in Last Week
831,18-24,M,5,USA,White,0.13606,0.63779,1.88511,1.2861,-0.27607,Used in Last Month
832,18-24,M,6,UK,White,0.31287,-0.43999,-0.71727,0.94156,-0.14277,Used in Last Day
833,18-24,M,5,USA,White,0.91093,-0.80615,0.14143,0.59042,-0.14277,Used in Last Month
834,25-34,F,8,USA,White,0.13606,-0.94779,1.43533,0.13136,0.58489,Used in Last Day
835,45-54,F,9,USA,White,0.04257,0.16767,-0.01928,-0.76096,-0.78155,Used in Last Day
836,25-34,F,8,USA,White,0.82562,-0.69509,-0.01928,-0.30172,0.58489,Used in Last Week
837,18-24,M,7,USA,White,0.52135,-0.94779,-0.45174,-0.15487,-0.14277,Used in Last Day
838,18-24,M,7,Australia,White,-1.69163,0.16767,-0.01928,-0.30172,-1.5184,Used in Last Month
839,45-54,M,8,USA,White,-0.34799,0.32197,0.14143,-1.21213,0.25953,Used in Last Year
840,18-24,M,5,Australia,White,-1.69163,1.74091,0.58331,0.43852,0.93949,Used in Last Month
841,18-24,M,4,UK,White,0.73545,0.00332,2.15324,0.13136,-1.5184,Used in Last Day
842,25-34,M,7,USA,White,0.22393,-1.37639,0.58331,-2.78793,-0.00665,Used in Last Week
843,18-24,M,5,USA,White,-0.58016,-0.15487,0.88309,-0.45321,-1.25773,Used in Last Month
844,18-24,M,5,USA,White,-0.67825,0.00332,0.29338,1.81866,1.30612,Used in Last Year
845,25-34,F,5,USA,White,0.52135,-0.43999,0.14143,-1.07533,-0.27607,Used in Last Day
846,18-24,F,5,USA,White,0.31287,0.80523,1.06238,1.11406,-0.52745,Used in Last Week
847,35-44,M,5,USA,White,0.91093,-1.6334,-1.42424,-0.15487,0.25953,Used in Last Day
848,18-24,F,6,Canada,White,0.52135,-0.43999,-1.55521,1.11406,-0.65253,Used in Last Decade
849,25-34,M,7,USA,White,0.62967,-0.43999,0.29338,-1.92595,-0.89891,Used in Last Year
850,18-24,M,4,USA,White,0.52135,0.63779,1.06238,-1.07533,-0.40581,Used in Last Day
851,55-64,M,8,USA,White,-1.69163,0.00332,1.24033,1.2861,0.41594,Used in Last Month
853,18-24,M,5,USA,White,-0.79151,1.45421,1.43533,0.94156,0.12331,Never Used
854,25-34,M,7,USA,White,0.73545,0.16767,-1.42424,-1.21213,-1.25773,Used in Last Decade
855,18-24,M,5,USA,White,0.04257,0.00332,1.43533,0.13136,-0.27607,Used in Last Week
856,18-24,F,5,USA,White,-0.34799,0.16767,-0.01928,-0.15487,-1.0145,Used in Last Week
857,18-24,M,2,Canada,Mixed-White/Black,0.52135,0.80523,0.58331,-1.07533,-1.13788,Used in Last Week
858,25-34,M,5,UK,White,-1.05308,0.47617,1.88511,1.61108,0.41594,Used in Last Decade
859,18-24,M,6,USA,Mixed-White/Asian,0.52135,1.2861,-0.17779,0.59042,2.04506,Used in Last Week
860,25-34,M,3,Canada,White,1.37297,-0.80615,-0.45174,-1.92595,-1.64101,Used in Last Month
861,18-24,M,5,USA,White,-1.05308,2.32338,1.06238,-0.15487,0.93949,Used in Last Week
