"","ID","Age","Gender","Education","Country","Ethnicity","Nscore","Escore","Oscore","AScore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","Semer","VSA","iso3"
"887",936,"18-24","F","Some college or university, no certificate or degree","USA","White",-1.32828,1.11406,1.24033,0.28783,-0.78155,1.86203,1.92173,"5","3","3","4","5","6","4","5","3","3","4","3","3","3","2","4","6","0","2","USA"
"888",937,"18-24","F","Some college or university, no certificate or degree","USA","White",2.28554,-0.69509,0.29338,0.13136,-0.78155,0.52975,0.7654,"4","0","0","0","6","5","6","2","0","5","0","0","3","4","2","4","5","0","0","USA"
"889",938,"18-24","M","Professional certificate/ diploma","UK","White",0.41667,1.2861,1.06238,-0.01729,-0.40581,0.52975,0.07987,"3","5","2","5","5","5","6","3","0","5","0","3","5","5","2","4","5","0","0","GBR"
"890",940,"18-24","F","University degree","UK","White",0.31287,0.32197,-0.01928,-0.60633,0.7583,-0.71126,0.40148,"5","0","2","0","5","6","6","3","0","3","0","3","3","3","0","0","5","0","0","GBR"
"891",943,"25-34","M","Professional certificate/ diploma","USA","Other",-0.46725,2.32338,2.44904,1.2861,1.30612,-0.21712,0.40148,"4","2","0","3","5","6","4","4","2","5","0","5","4","6","0","6","6","0","2","USA"
"892",944,"18-24","F","Some college or university, no certificate or degree","USA","Mixed-White/Asian",1.60383,-0.80615,0.58331,0.43852,-1.13788,0.88113,0.7654,"3","3","0","6","6","6","6","6","0","2","4","0","0","2","3","2","0","0","0","USA"
"893",945,"25-34","F","Masters degree","USA","White",1.02119,-0.30033,0.44585,0.76096,-1.25773,1.29221,0.7654,"3","2","0","6","6","3","6","2","2","3","3","0","0","2","3","2","6","0","0","USA"
"894",946,"18-24","F","Some college or university, no certificate or degree","USA","White",-0.34799,-1.09207,-0.58331,1.45039,-0.89891,-0.71126,-1.54858,"4","0","0","0","6","6","6","0","0","0","0","0","0","0","0","4","6","0","0","USA"
"895",947,"18-24","M","Left school at 18 years","USA","White",-0.67825,-0.30033,-1.11902,-0.76096,-1.5184,0.88113,-0.21575,"4","6","0","3","6","6","4","3","0","6","0","0","3","4","3","4","5","0","2","USA"
"896",948,"25-34","M","Professional certificate/ diploma","UK","White",2.127,-1.37639,0.14143,-0.30172,-1.64101,1.29221,-0.21575,"6","2","3","6","6","3","5","0","0","2","0","3","3","2","5","2","0","0","0","GBR"
"897",949,"25-34","F","Left school at 18 years","Canada","White",0.41667,0.00332,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,"2","2","0","5","6","2","5","0","0","0","0","0","0","0","6","0","0","0","1","CAN"
"898",950,"35-44","M","Professional certificate/ diploma","USA","White",1.60383,-1.7625,-0.01928,0.13136,-1.5184,0.88113,-0.52593,"5","1","0","1","6","3","6","1","0","4","0","0","4","1","0","3","4","0","0","USA"
"899",951,"18-24","F","University degree","USA","White",0.62967,0.00332,0.44585,-0.45321,-0.65253,-0.21712,0.40148,"6","2","0","3","6","4","6","2","0","3","2","2","3","6","0","4","3","0","3","USA"
"900",952,"18-24","F","Some college or university, no certificate or degree","USA","White",-1.1943,0.32197,1.88511,0.59042,-0.14277,2.90161,1.92173,"3","3","0","0","4","6","5","3","0","3","0","0","3","3","0","3","3","0","0","USA"
"901",953,"18-24","M","Some college or university, no certificate or degree","USA","White",0.41667,0.16767,0.29338,-0.30172,-0.27607,1.86203,0.7654,"5","5","0","3","5","6","4","3","0","5","0","3","3","5","3","3","6","0","0","USA"
"902",954,"25-34","F","University degree","UK","White",1.02119,-0.94779,-0.01928,-0.30172,-1.64101,0.52975,0.7654,"5","0","0","0","6","3","5","0","0","0","0","0","0","0","0","3","4","0","2","GBR"
"903",956,"18-24","M","Professional certificate/ diploma","USA","White",1.8399,-0.57545,-0.01928,-1.47955,-2.90161,1.86203,1.2247,"4","5","2","4","5","6","5","4","2","3","4","0","3","0","4","2","6","0","2","USA"
"904",957,"45-54","M","University degree","USA","White",-1.1943,-0.57545,-0.58331,0.13136,0.41594,-0.71126,-0.84637,"5","6","1","2","6","3","0","1","1","0","1","0","5","1","0","1","1","0","0","USA"
"905",958,"35-44","M","Professional certificate/ diploma","UK","White",-1.43907,-0.30033,0.14143,1.2861,1.30612,-0.71126,-1.18084,"6","0","5","0","6","6","6","3","0","6","0","6","3","1","0","1","5","0","0","GBR"
"906",961,"45-54","F","Some college or university, no certificate or degree","USA","White",-0.05188,-0.69509,0.7233,2.03972,-0.40581,-0.21712,-0.21575,"5","6","0","1","6","5","4","1","1","2","1","0","0","1","2","3","1","0","0","USA"
"907",962,"18-24","M","Professional certificate/ diploma","Australia","White",0.31287,0.96248,1.06238,0.28783,-0.27607,1.86203,1.92173,"5","3","5","0","5","4","6","3","0","5","0","4","3","3","0","0","5","0","0","AUS"
"908",963,"25-34","M","Some college or university, no certificate or degree","USA","White",-0.34799,0.32197,1.88511,0.76096,-1.13788,0.88113,0.40148,"5","3","0","5","6","2","5","3","3","0","5","0","0","2","3","2","6","0","0","USA"
"909",964,"35-44","M","Some college or university, no certificate or degree","UK","White",0.62967,-1.92173,-0.01928,0.13136,-0.00665,0.19268,1.2247,"5","3","2","5","6","6","5","3","5","4","6","0","0","2","5","3","6","0","1","GBR"
"910",965,"18-24","M","Some college or university, no certificate or degree","USA","White",-0.92104,1.2861,-0.45174,0.76096,0.25953,-0.21712,0.40148,"5","3","0","0","6","6","6","0","0","4","0","0","3","5","0","4","3","0","0","USA"
"911",966,"25-34","F","Masters degree","USA","White",-1.1943,0.00332,0.7233,0.43852,-0.27607,0.19268,0.40148,"5","1","0","3","6","6","6","2","2","3","0","0","2","0","5","2","5","0","0","USA"
"912",967,"18-24","M","Masters degree","UK","White",-0.92104,1.11406,-0.01928,0.28783,0.41594,0.19268,1.2247,"5","2","3","4","6","6","4","4","0","5","0","3","3","2","0","2","6","0","3","GBR"
"913",968,"18-24","F","Some college or university, no certificate or degree","USA","White",-0.58016,0.32197,0.58331,1.11406,0.25953,-0.71126,-0.52593,"4","3","1","0","6","4","5","0","0","0","0","0","3","0","1","3","4","0","1","USA"
"914",969,"18-24","F","Some college or university, no certificate or degree","USA","White",-0.24649,0.16767,1.88511,1.45039,-0.40581,1.29221,1.2247,"5","0","0","2","6","5","6","2","0","3","0","0","2","3","0","5","5","0","3","USA"
"915",970,"18-24","M","Some college or university, no certificate or degree","USA","Black",-1.55078,1.2861,1.06238,-1.47955,0.93949,-0.21712,0.7654,"6","0","0","0","3","5","3","3","0","0","0","0","3","0","0","3","4","0","0","USA"
"916",972,"35-44","F","University degree","Canada","White",0.22393,0.00332,-0.17779,-0.60633,-0.52745,0.88113,0.7654,"5","1","0","0","4","6","5","4","0","4","0","3","5","5","0","4","5","0","0","CAN"
"917",973,"25-34","M","Some college or university, no certificate or degree","Canada","White",0.41667,-1.6334,0.58331,-1.07533,0.93949,-0.21712,0.40148,"6","4","0","0","6","6","4","3","0","4","0","3","4","4","0","4","6","0","0","CAN"
"918",974,"18-24","M","Some college or university, no certificate or degree","USA","White",1.49158,-1.23177,-1.11902,0.13136,-0.52745,-0.71126,0.40148,"6","0","0","2","6","4","4","4","0","4","0","3","0","3","3","3","6","0","0","USA"
"919",975,"18-24","M","Some college or university, no certificate or degree","USA","White",-1.86962,2.127,1.24033,1.45039,0.58489,-0.71126,1.92173,"6","2","0","0","6","6","5","0","0","3","0","0","3","3","0","3","6","0","0","USA"
"920",976,"18-24","M","Some college or university, no certificate or degree","USA","White",1.23461,0.00332,1.06238,-1.21213,-0.78155,0.52975,1.92173,"5","0","0","0","2","6","4","0","0","3","0","0","2","3","0","0","5","0","0","USA"
"921",977,"65+","M","Masters degree","USA","White",-2.21844,0.00332,0.58331,0.76096,0.7583,0.52975,-0.52593,"1","0","0","0","1","1","1","0","0","1","0","0","1","1","0","0","1","0","0","USA"
"922",978,"18-24","M","Some college or university, no certificate or degree","USA","White",-0.58016,1.11406,0.7233,0.59042,-0.00665,-0.21712,-0.52593,"0","2","0","3","6","6","6","0","0","3","0","0","6","0","4","5","0","0","0","USA"
"923",979,"35-44","F","Masters degree","UK","White",-0.58016,1.45421,-1.27553,1.61108,-0.40581,1.29221,1.2247,"5","4","2","2","6","3","6","5","0","5","0","0","2","3","0","3","6","0","0","GBR"
"924",980,"45-54","F","Some college or university, no certificate or degree","USA","White",1.23461,-1.09207,-0.45174,-0.15487,0.7583,-0.71126,-0.21575,"6","1","1","4","6","6","6","3","2","0","0","0","0","1","0","1","6","0","0","USA"
"925",981,"25-34","F","Doctorate degree","USA","Asian",0.62967,0.16767,0.7233,-0.60633,-0.27607,-0.71126,-0.84637,"4","1","2","2","5","6","6","2","1","3","0","1","2","1","1","2","3","0","1","USA"
"926",983,"18-24","M","Some college or university, no certificate or degree","UK","White",1.02119,1.11406,-1.11902,-0.91699,-1.0145,0.88113,1.2247,"6","6","3","4","6","5","6","6","0","4","0","0","6","0","6","0","6","0","2","GBR"
"927",984,"25-34","F","University degree","USA","White",0.62967,-0.15487,1.88511,-1.772,1.13407,0.52975,1.2247,"5","1","0","6","6","5","6","3","3","0","3","1","0","1","6","1","6","0","4","USA"
"928",985,"18-24","M","Some college or university, no certificate or degree","USA","White",-0.14882,-0.15487,1.24033,0.94156,-0.14277,0.88113,1.92173,"6","3","0","3","6","6","5","2","0","3","0","0","2","4","5","3","6","0","2","USA"
"929",987,"18-24","M","Professional certificate/ diploma","USA","White",0.73545,-0.80615,-0.71727,-0.45321,0.25953,0.88113,0.07987,"5","6","0","6","6","6","3","3","0","3","6","0","2","4","6","3","0","0","0","USA"
"930",988,"25-34","M","Some college or university, no certificate or degree","USA","White",1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.2247,"4","0","0","4","6","6","4","2","2","3","0","0","3","2","4","3","5","0","0","USA"
"931",989,"18-24","M","Some college or university, no certificate or degree","USA","White",1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987,"4","3","0","6","5","6","6","5","0","6","0","0","3","0","4","0","6","0","0","USA"
"932",990,"25-34","M","University degree","USA","White",-0.79151,0.00332,0.14143,-1.07533,-0.27607,1.29221,1.2247,"5","6","0","4","6","4","4","3","5","3","2","1","3","1","5","1","6","0","2","USA"
"933",991,"18-24","M","Some college or university, no certificate or degree","USA","White",1.72012,-0.57545,1.65653,0.13136,-0.40581,0.88113,1.2247,"6","4","2","6","6","6","5","4","3","2","6","0","3","0","4","2","6","0","2","USA"
"934",992,"18-24","M","Some college or university, no certificate or degree","Australia","White",0.31287,1.74091,0.29338,-0.76096,-1.78169,1.86203,1.92173,"5","4","5","3","6","6","6","3","0","4","0","0","5","0","4","5","6","0","0","AUS"
"935",994,"25-34","M","University degree","UK","White",-1.1943,0.80523,1.43533,2.23427,1.13407,-0.21712,0.40148,"5","2","2","2","6","5","5","3","0","3","0","2","3","3","0","3","4","0","0","GBR"
"936",995,"18-24","M","Some college or university, no certificate or degree","USA","White",0.52135,0.80523,0.7233,0.94156,-0.78155,0.52975,1.2247,"5","5","0","3","6","6","6","3","2","2","2","0","4","2","2","3","6","0","3","USA"
"937",997,"18-24","M","Masters degree","UK","White",-0.79151,0.96248,-0.45174,0.43852,0.7583,0.88113,0.7654,"5","2","2","4","5","4","4","4","0","3","0","3","3","2","0","2","5","0","5","GBR"
"938",998,"25-34","M","Masters degree","UK","White",1.13281,-0.30033,0.88309,-0.60633,0.93949,-0.21712,0.07987,"6","0","2","5","6","2","6","2","0","2","0","0","3","0","0","0","3","0","0","GBR"
"939",999,"25-34","F","Doctorate degree","USA","White",-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,"3","6","0","0","6","6","6","0","0","3","0","0","2","2","0","2","4","0","0","USA"
"940",1000,"18-24","M","Some college or university, no certificate or degree","USA","White",-0.67825,0.47617,-0.17779,0.13136,1.46191,-0.71126,-1.18084,"4","3","3","2","5","3","3","3","0","3","4","3","3","3","2","3","6","0","0","USA"
"941",1001,"18-24","M","Left school at 16 years","New Zealand","White",1.23461,-1.09207,-0.31776,-0.15487,-0.65253,1.29221,0.7654,"5","0","3","0","6","4","5","0","0","0","0","0","3","4","0","0","0","0","0","NZL"
"942",1002,"18-24","M","Some college or university, no certificate or degree","USA","White",-0.05188,0.96248,-1.27553,-2.35413,-0.89891,1.29221,1.92173,"5","6","1","5","5","6","4","3","0","3","4","0","6","2","0","2","6","0","0","USA"
"943",1005,"18-24","M","Left school at 18 years","Canada","White",1.8399,-2.21069,-1.11902,-0.45321,-3.46436,-0.21712,-1.18084,"5","0","0","3","6","6","2","0","0","0","0","4","3","0","3","0","5","0","3","CAN"
"944",1006,"18-24","M","Left school at 18 years","USA","Mixed-White/Black",0.82562,-1.50796,-1.82919,-0.01729,-1.64101,1.29221,1.2247,"5","3","0","6","6","5","4","0","3","0","0","0","6","0","4","0","6","0","4","USA"
"945",1007,"18-24","F","Left school at 18 years","USA","White",1.8399,-0.94779,0.88309,0.13136,-0.89891,-0.71126,-0.52593,"3","0","0","0","4","0","6","0","0","0","0","0","6","0","0","0","0","0","3","USA"
"946",1008,"18-24","M","Some college or university, no certificate or degree","USA","White",-0.05188,0.16767,1.65653,0.94156,-0.00665,0.19268,0.40148,"4","0","0","0","4","4","5","0","0","0","0","0","3","0","3","3","3","0","0","USA"
"947",1010,"18-24","F","Left school at 18 years","UK","White",1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,"5","6","0","4","4","3","3","0","0","4","0","5","5","0","0","0","3","0","0","GBR"
"948",1011,"45-54","M","University degree","USA","White",-0.67825,0.00332,-0.01928,-0.01729,0.41594,-2.55524,-0.52593,"6","0","1","3","4","3","5","0","0","0","0","0","0","0","0","0","6","0","0","USA"
"949",1012,"18-24","F","Some college or university, no certificate or degree","USA","White",-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173,"6","0","0","3","6","6","6","2","0","4","0","0","3","0","0","0","4","0","0","USA"
"950",1013,"25-34","M","Some college or university, no certificate or degree","USA","White",1.8399,-1.23177,0.44585,-0.76096,-1.38502,0.19268,-1.18084,"6","6","0","6","5","4","5","3","3","0","2","0","6","2","6","2","6","0","4","USA"
"951",1014,"18-24","M","Some college or university, no certificate or degree","USA","White",0.62967,0.32197,0.14143,0.13136,-0.14277,0.19268,0.7654,"5","4","0","6","6","5","6","3","0","3","0","4","3","3","3","3","6","0","0","USA"
"952",1015,"25-34","M","Some college or university, no certificate or degree","USA","White",-0.79151,2.127,0.88309,0.43852,-0.65253,1.86203,1.92173,"5","3","0","3","6","3","4","3","3","3","2","3","6","3","2","5","6","0","0","USA"
"953",1016,"45-54","M","University degree","USA","White",-1.1943,0.63779,2.44904,0.76096,1.30612,-1.37983,0.07987,"1","6","1","6","6","4","6","1","1","5","1","0","6","1","6","2","6","0","0","USA"
"954",1018,"25-34","M","Some college or university, no certificate or degree","USA","White",0.31287,-2.5383,-0.84732,-1.6209,-2.57309,0.88113,0.07987,"6","4","0","3","6","6","5","2","2","2","2","5","6","3","5","4","3","0","0","USA"
"955",1019,"18-24","F","Left school at 18 years","UK","White",-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,"5","0","0","0","6","3","4","4","0","0","0","0","0","0","0","2","3","0","0","GBR"
"956",1021,"35-44","F","Some college or university, no certificate or degree","USA","White",0.91093,-1.37639,-1.42424,-0.45321,-0.78155,0.19268,-2.07848,"3","6","0","0","6","5","5","3","0","0","5","0","4","0","0","0","6","0","0","USA"
"957",1022,"18-24","M","University degree","USA","White",0.13606,-0.94779,1.06238,-1.92595,0.7583,-0.21712,-0.52593,"6","3","0","3","5","6","4","0","0","0","0","0","4","0","2","3","3","0","2","USA"
"958",1023,"18-24","F","Some college or university, no certificate or degree","UK","White",2.127,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637,"5","0","0","0","2","2","4","0","0","0","0","0","0","0","0","0","3","0","0","GBR"
"959",1024,"18-24","M","Left school at 18 years","Australia","White",1.37297,-0.15487,1.65653,-0.91699,-0.40581,-0.21712,0.07987,"5","0","0","0","4","5","4","0","0","0","0","0","6","4","0","4","2","0","0","AUS"
"960",1025,"18-24","M","Some college or university, no certificate or degree","USA","White",-0.67825,-0.30033,1.06238,-1.07533,-2.42317,1.29221,0.7654,"6","4","0","0","6","5","4","0","0","0","0","0","4","0","5","0","4","0","0","USA"
"961",1026,"18-24","F","Left school at 18 years","USA","Other",0.31287,-1.09207,0.44585,0.59042,-0.65253,0.88113,0.07987,"4","6","0","5","6","3","5","0","0","3","0","0","3","3","3","3","3","0","3","USA"
"962",1027,"18-24","F","University degree","USA","White",-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593,"5","0","0","0","2","4","4","0","0","0","0","0","3","0","0","0","3","0","0","USA"
"963",1028,"45-54","M","Doctorate degree","USA","White",0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,"2","0","2","2","6","2","6","0","0","2","2","0","0","2","2","2","0","0","2","USA"
"964",1029,"35-44","F","University degree","USA","Asian",0.62967,0.32197,-0.45174,-0.01729,0.58489,1.29221,1.2247,"5","2","2","2","6","3","4","1","1","3","1","1","0","1","0","1","5","0","1","USA"
"965",1030,"18-24","F","Masters degree","USA","White",-0.34799,0.80523,0.58331,0.59042,1.30612,-0.21712,1.92173,"5","3","0","0","5","6","6","0","0","3","0","0","2","4","4","4","4","0","5","USA"
"966",1031,"18-24","F","University degree","UK","White",0.52135,-0.94779,-0.84732,-1.07533,-0.40581,-0.21712,0.40148,"5","2","2","3","6","2","6","2","0","2","0","2","0","2","0","2","5","0","2","GBR"
"967",1032,"18-24","M","Some college or university, no certificate or degree","Australia","White",-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,"3","4","0","0","6","6","6","0","0","0","0","0","4","0","0","0","5","0","0","AUS"
"968",1033,"25-34","M","Some college or university, no certificate or degree","UK","White",0.22393,-1.37639,-0.17779,-1.07533,-1.38502,1.29221,0.40148,"3","2","1","3","3","2","4","2","1","2","2","0","2","1","1","1","6","0","1","GBR"
"969",1034,"18-24","M","Some college or university, no certificate or degree","USA","White",0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,"6","3","0","0","6","6","6","3","0","0","0","0","2","3","0","3","3","0","0","USA"
"970",1035,"18-24","F","Some college or university, no certificate or degree","UK","White",1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173,"6","3","0","2","6","6","5","3","0","4","0","0","4","0","0","0","6","0","1","GBR"
"971",1036,"18-24","M","Professional certificate/ diploma","UK","White",0.52135,0.47617,1.88511,-0.01729,-0.52745,0.52975,0.7654,"6","3","3","0","6","3","4","3","0","4","0","4","3","0","0","0","6","0","0","GBR"
"972",1037,"18-24","F","Some college or university, no certificate or degree","USA","White",0.52135,0.80523,0.88309,-0.15487,-0.27607,1.29221,1.2247,"6","0","3","2","6","6","4","3","0","4","3","3","3","4","2","4","6","0","2","USA"
"973",1038,"25-34","M","Some college or university, no certificate or degree","USA","White",-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.84637,"4","4","0","4","6","4","5","0","0","0","0","0","0","0","4","2","5","0","1","USA"
"974",1039,"35-44","F","Masters degree","USA","White",1.23461,-1.50796,-0.01928,2.75696,-0.78155,-0.21712,-2.07848,"6","0","0","0","6","6","6","0","0","3","0","0","0","0","0","2","0","0","0","USA"
"975",1040,"18-24","F","Some college or university, no certificate or degree","USA","White",0.22393,-0.80615,0.7233,2.23427,1.13407,0.52975,1.2247,"5","0","0","3","6","3","4","0","0","0","0","0","3","0","0","0","3","0","3","USA"
"976",1041,"18-24","M","Some college or university, no certificate or degree","USA","White",0.73545,-0.15487,0.58331,-0.76096,0.41594,-0.71126,0.07987,"6","3","0","6","6","6","6","4","0","3","0","0","6","0","5","0","6","0","3","USA"
"977",1042,"35-44","F","Masters degree","UK","White",0.62967,-0.15487,-1.97495,-0.15487,-1.0145,0.88113,0.40148,"6","1","0","2","6","1","3","1","0","1","0","0","0","1","0","1","6","0","1","GBR"
"978",1043,"35-44","M","University degree","UK","White",0.22393,-2.11437,-2.09015,-1.34289,-1.38502,1.86203,0.7654,"6","0","0","3","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"979",1045,"25-34","F","Masters degree","UK","White",0.91093,-0.43999,-1.42424,0.76096,-0.65253,-1.37983,-0.52593,"6","0","0","0","6","3","6","3","0","0","0","0","0","0","0","0","0","0","0","GBR"
"980",1046,"18-24","M","Some college or university, no certificate or degree","UK","White",0.73545,1.2861,1.43533,0.94156,-0.89891,1.29221,1.2247,"6","3","0","0","6","5","6","3","0","0","0","3","3","0","3","3","6","0","0","GBR"
"981",1047,"25-34","F","Masters degree","USA","White",1.37297,1.2861,1.88511,-2.5383,-1.25773,1.29221,1.2247,"5","0","0","5","6","3","4","5","0","1","3","1","4","1","5","0","0","0","1","USA"
"982",1048,"18-24","M","Some college or university, no certificate or degree","USA","White",1.23461,-1.23177,0.44585,-0.01729,0.25953,-1.37983,-1.54858,"5","3","0","4","5","3","5","2","0","2","0","2","2","2","3","0","3","0","1","USA"
"983",1049,"18-24","M","Masters degree","UK","White",-1.43907,2.57309,0.44585,-0.76096,0.58489,0.88113,1.92173,"6","0","0","3","6","6","4","5","0","0","0","0","6","0","0","0","6","0","0","GBR"
"984",1050,"18-24","M","Professional certificate/ diploma","UK","White",-1.1943,0.63779,-0.01928,0.28783,-0.52745,-0.21712,-0.52593,"5","0","0","0","6","5","5","0","0","0","0","0","0","0","0","0","4","0","0","GBR"
"985",1051,"18-24","F","Some college or university, no certificate or degree","USA","White",1.02119,0.47617,1.43533,1.61108,-0.65253,0.88113,0.7654,"5","3","0","3","6","5","4","3","0","5","0","3","2","3","0","3","5","0","3","USA"
"986",1053,"18-24","M","Some college or university, no certificate or degree","USA","White",-0.67825,-0.43999,-0.97631,-0.30172,-0.27607,-0.21712,-0.21575,"5","0","0","3","6","6","4","0","0","3","0","0","3","3","0","4","6","0","2","USA"
"987",1054,"18-24","M","Left school at 18 years","Canada","White",1.23461,-0.57545,-1.55521,-1.92595,-2.04506,1.29221,1.92173,"6","5","0","4","5","5","5","6","0","4","5","0","4","3","5","3","6","0","0","CAN"
"988",1055,"18-24","F","Some college or university, no certificate or degree","USA","White",0.41667,-0.57545,0.44585,-0.30172,-0.40581,-0.21712,-0.21575,"5","0","0","2","4","6","4","2","0","2","0","0","2","2","0","3","3","0","0","USA"
"989",1056,"25-34","M","Left school at 16 years","UK","White",-0.79151,1.2861,1.65653,-0.60633,0.58489,0.19268,0.40148,"6","2","2","4","5","4","5","2","0","4","0","4","3","6","0","3","6","0","6","GBR"
"990",1057,"25-34","F","Some college or university, no certificate or degree","USA","White",0.22393,-0.15487,0.7233,0.59042,1.46191,-1.37983,-1.18084,"4","2","2","3","5","5","4","2","2","2","0","0","2","0","2","2","2","0","1","USA"
"991",1058,"35-44","F","Left school at 18 years","USA","White",0.31287,-1.23177,-1.11902,-1.772,-1.38502,0.19268,0.40148,"4","5","0","3","5","4","5","2","0","0","0","0","6","1","2","1","3","0","1","USA"
"992",1059,"18-24","M","University degree","USA","White",0.73545,-1.09207,-1.27553,-0.45321,-0.40581,0.52975,0.40148,"5","4","0","4","6","6","3","0","0","0","0","0","4","0","0","3","0","0","0","USA"
"993",1060,"18-24","M","Some college or university, no certificate or degree","USA","White",-0.58016,-0.15487,0.7233,0.94156,-0.27607,-0.71126,0.40148,"5","0","0","0","6","5","5","0","0","3","0","0","5","5","3","0","3","0","0","USA"
"994",1062,"18-24","F","Left school at 18 years","USA","Other",-0.24649,0.63779,-1.42424,0.13136,0.7583,1.29221,0.07987,"2","0","0","0","4","0","6","0","0","0","0","0","0","0","0","0","0","0","0","USA"
"995",1063,"18-24","F","University degree","USA","Mixed-Black/Asian",1.23461,1.93886,1.65653,-0.15487,-0.52745,1.29221,1.2247,"5","0","0","3","5","4","6","0","0","0","0","0","0","4","0","4","0","0","0","USA"
"996",1064,"25-34","M","Some college or university, no certificate or degree","USA","White",-1.69163,-0.15487,0.88309,-1.47955,0.41594,-0.21712,0.07987,"5","2","0","2","4","6","5","2","2","4","0","0","0","3","0","3","5","0","2","USA"
"997",1066,"18-24","M","Some college or university, no certificate or degree","USA","White",-3.15735,0.47617,1.24033,1.11406,-1.13788,0.88113,0.7654,"4","0","0","0","4","6","5","0","0","0","0","0","3","4","0","0","5","0","0","USA"
"998",1067,"35-44","F","Left school at 17 years","Canada","White",1.23461,-0.69509,0.58331,0.28783,1.63088,-1.37983,-1.54858,"5","0","0","0","6","2","4","0","0","0","0","0","0","0","0","0","6","0","0","CAN"
"999",1068,"35-44","M","University degree","Canada","White",-0.58016,-0.69509,-2.39883,-0.30172,-0.27607,-2.55524,-1.18084,"3","0","0","0","6","0","4","0","0","0","0","0","0","0","0","1","0","0","0","CAN"
"1000",1069,"18-24","M","Left school at 18 years","UK","White",-1.69163,0.96248,-0.01928,-0.01729,-0.89891,0.88113,0.07987,"6","0","0","0","5","6","4","0","0","6","0","0","0","0","0","0","6","0","0","GBR"
"1001",1070,"25-34","F","Doctorate degree","UK","White",-0.92104,0.00332,1.06238,2.03972,2.04506,-1.37983,-0.21575,"6","0","0","0","5","2","5","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1002",1072,"18-24","M","Masters degree","UK","White",0.41667,0.00332,0.29338,-0.60633,0.12331,0.88113,0.07987,"5","0","0","0","6","2","6","0","0","0","0","0","2","0","0","0","0","0","0","GBR"
"1003",1073,"18-24","M","Some college or university, no certificate or degree","Republic of Ireland","White",-0.46725,-0.43999,1.06238,0.13136,-1.38502,-0.21712,0.7654,"5","0","2","0","6","3","5","2","0","2","0","0","2","0","0","0","6","0","2","IRL"
"1004",1074,"18-24","F","Masters degree","UK","White",1.60383,-1.50796,-0.17779,0.28783,-0.40581,-0.71126,-1.54858,"2","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1005",1075,"35-44","F","Doctorate degree","UK","White",-0.67825,0.32197,-0.01928,-0.30172,1.46191,-1.37983,-1.54858,"5","0","0","0","3","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1006",1076,"35-44","M","Left school at 18 years","UK","White",0.31287,-0.69509,-0.45174,-0.45321,-0.14277,0.19268,0.7654,"6","0","1","0","5","2","6","0","0","0","0","0","0","0","0","0","3","0","0","GBR"
"1007",1077,"18-24","M","Left school at 17 years","UK","White",-0.92104,-0.57545,0.7233,1.2861,-0.27607,-0.71126,-0.21575,"3","0","0","0","5","6","4","0","0","0","0","0","4","0","0","4","0","0","0","GBR"
"1008",1078,"35-44","F","Professional certificate/ diploma","Canada","White",0.41667,0.00332,-0.97631,0.13136,-0.14277,-1.37983,-1.18084,"4","0","0","0","6","1","6","0","0","0","0","0","0","0","0","0","3","0","0","CAN"
"1009",1079,"25-34","F","University degree","USA","White",1.8399,-1.92173,1.88511,-0.91699,0.25953,0.19268,1.92173,"3","1","1","2","6","3","6","0","0","1","0","0","0","1","0","1","3","0","0","USA"
"1010",1080,"45-54","M","Professional certificate/ diploma","UK","White",-1.55078,0.96248,-0.31776,-0.45321,0.25953,-0.21712,-1.54858,"4","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1011",1081,"35-44","F","Professional certificate/ diploma","UK","White",0.52135,-1.37639,-1.42424,0.13136,-1.13788,-1.37983,-1.18084,"4","0","0","0","5","1","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
